,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,dep_actual_ts,arr_actual,arr_actual_utc,arr_actual_ts
324,UA,UAL,UA1253,UAL1253,1253,ORD,KORD,1,C24,2023-10-04 20:00,2023-10-05 01:00,2023-10-04 20:45,2023-10-05 01:45,2023-10-04 20:45,2023-10-05 01:45,LGA,KLGA,B,45,7,2023-10-04 23:14,2023-10-05 03:14,2023-10-05 00:03,2023-10-05 04:03,,,,active,134.0,49,45.0,49.0,B737,1696475640.0,1696467600,1696478580.0,1696470300.0,1696470300.0,,,
325,FO,FBZ,FO5309,FBZ5309,5309,NQN,SAZN,,,2023-10-04 21:50,2023-10-05 00:50,2023-10-04 22:45,2023-10-05 01:45,2023-10-04 22:45,2023-10-05 01:45,AEP,SABE,AN,,8,2023-10-04 23:30,2023-10-05 02:30,2023-10-05 00:08,2023-10-05 03:08,,,,landed,100.0,38,,38.0,,1696473000.0,1696467000,1696475280.0,1696470300.0,1696470300.0,2023-10-05 00:08,2023-10-05 03:08,1696475280.0
326,DL,DAL,DL6860,DAL6860,6860,OGG,PHOG,,19,2023-10-04 14:59,2023-10-05 00:59,2023-10-04 15:45,2023-10-05 01:45,2023-10-04 15:45,2023-10-05 01:45,HNL,PHNL,1,A19,,2023-10-04 15:42,2023-10-05 01:42,2023-10-04 16:27,2023-10-05 02:27,HA,305,HA305,landed,43.0,45,46.0,45.0,,1696470120.0,1696467540,1696472820.0,1696470300.0,1696470300.0,2023-10-04 16:27,2023-10-05 02:27,1696472820.0
327,BR,EVA,BR3969,EVA3969,3969,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
328,MQ,ENY,MQ3461,ENY3461,3461,MHK,KMHK,,1,2023-10-04 16:41,2023-10-04 21:41,2023-10-04 20:45,2023-10-05 01:45,,,DFW,KDFW,B,B21,B5,2023-10-04 18:21,2023-10-04 23:21,2023-10-04 23:47,2023-10-05 04:47,,,,cancelled,100.0,326,244.0,326.0,,1696461660.0,1696455660,1696481220.0,1696470300.0,,,,
329,EK,UAE,EK5679,UAE5679,5679,MEL,YMML,1,4,2023-10-05 10:35,2023-10-04 23:35,2023-10-05 12:45,2023-10-05 01:45,2023-10-05 12:45,2023-10-05 01:45,ADL,YPAD,1,20,,2023-10-05 11:25,2023-10-05 00:55,2023-10-05 13:36,2023-10-05 03:06,QF,679,QF679,landed,80.0,131,130.0,131.0,,1696467300.0,1696462500,1696475160.0,1696470300.0,1696470300.0,2023-10-05 13:36,2023-10-05 03:06,1696475160.0
330,QF,QFA,QF3462,QFA3462,3462,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
331,AA,AAL,AA3461,AAL3461,3461,MHK,KMHK,,1,2023-10-04 16:41,2023-10-04 21:41,2023-10-04 20:45,2023-10-05 01:45,,,DFW,KDFW,B,B21,B5,2023-10-04 18:21,2023-10-04 23:21,2023-10-04 23:47,2023-10-05 04:47,MQ,3461,MQ3461,cancelled,100.0,326,244.0,326.0,,1696461660.0,1696455660,1696481220.0,1696470300.0,,,,
332,WN,SWA,WN675,SWA675,675,DAL,KDAL,,14,2023-10-04 20:10,2023-10-05 01:10,2023-10-04 20:45,2023-10-05 01:45,,,PHX,KPHX,4,D1,8,2023-10-04 20:45,2023-10-05 03:45,2023-10-04 22:49,2023-10-05 05:49,,,,scheduled,155.0,124,35.0,124.0,B38M,1696477500.0,1696468200,1696484940.0,1696470300.0,,,,
333,TK,THY,TK4479,THY4479,4479,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
334,QR,QTR,QR4354,QTR4354,4354,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
335,QF,QFA,QF4712,QFA4712,4712,MHK,KMHK,,1,2023-10-04 16:41,2023-10-04 21:41,2023-10-04 20:45,2023-10-05 01:45,,,DFW,KDFW,B,B21,B5,2023-10-04 18:21,2023-10-04 23:21,2023-10-04 23:47,2023-10-05 04:47,MQ,3461,MQ3461,cancelled,100.0,326,244.0,326.0,,1696461660.0,1696455660,1696481220.0,1696470300.0,,,,
336,NZ,ANZ,NZ7679,ANZ7679,7679,MEL,YMML,1,4,2023-10-05 10:35,2023-10-04 23:35,2023-10-05 12:45,2023-10-05 01:45,2023-10-05 12:45,2023-10-05 01:45,ADL,YPAD,1,20,,2023-10-05 11:25,2023-10-05 00:55,2023-10-05 13:36,2023-10-05 03:06,QF,679,QF679,landed,80.0,131,130.0,131.0,,1696467300.0,1696462500,1696475160.0,1696470300.0,1696470300.0,2023-10-05 13:36,2023-10-05 03:06,1696475160.0
337,QF,QFA,QF679,QFA679,679,MEL,YMML,1,4,2023-10-05 10:35,2023-10-04 23:35,2023-10-05 12:45,2023-10-05 01:45,2023-10-05 12:45,2023-10-05 01:45,ADL,YPAD,1,20,,2023-10-05 11:25,2023-10-05 00:55,2023-10-05 13:36,2023-10-05 03:06,,,,landed,80.0,131,130.0,131.0,,1696467300.0,1696462500,1696475160.0,1696470300.0,1696470300.0,2023-10-05 13:36,2023-10-05 03:06,1696475160.0
338,EK,UAE,EK4510,UAE4510,4510,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
339,TG,THA,TG5645,THA5645,5645,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
340,MH,MAS,MH4863,MAS4863,4863,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
341,QR,QTR,QR7892,QTR7892,7892,MHK,KMHK,,1,2023-10-04 16:41,2023-10-04 21:41,2023-10-04 20:45,2023-10-05 01:45,,,DFW,KDFW,B,B21,B5,2023-10-04 18:21,2023-10-04 23:21,2023-10-04 23:47,2023-10-05 04:47,MQ,3461,MQ3461,cancelled,100.0,326,244.0,326.0,,1696461660.0,1696455660,1696481220.0,1696470300.0,,,,
342,KC,KZR,KC1261,KZR1261,1261,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
343,AS,ASA,AS5068,ASA5068,5068,MEL,YMML,1,4,2023-10-05 10:35,2023-10-04 23:35,2023-10-05 12:45,2023-10-05 01:45,2023-10-05 12:45,2023-10-05 01:45,ADL,YPAD,1,20,,2023-10-05 11:25,2023-10-05 00:55,2023-10-05 13:36,2023-10-05 03:06,QF,679,QF679,landed,80.0,131,130.0,131.0,,1696467300.0,1696462500,1696475160.0,1696470300.0,1696470300.0,2023-10-05 13:36,2023-10-05 03:06,1696475160.0
344,EY,ETD,EY7635,ETD7635,7635,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
345,HA,HAL,HA305,HAL305,305,OGG,PHOG,,19,2023-10-04 14:59,2023-10-05 00:59,2023-10-04 15:45,2023-10-05 01:45,2023-10-04 15:45,2023-10-05 01:45,HNL,PHNL,1,A19,,2023-10-04 15:42,2023-10-05 01:42,2023-10-04 16:27,2023-10-05 02:27,,,,landed,43.0,45,46.0,45.0,,1696470120.0,1696467540,1696472820.0,1696470300.0,1696470300.0,2023-10-04 16:27,2023-10-05 02:27,1696472820.0
346,VN,HVN,VN3881,HVN3881,3881,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
347,JL,JAL,JL5901,JAL5901,5901,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
348,NZ,ANZ,NZ2541,ANZ2541,2541,ORD,KORD,1,C24,2023-10-04 20:00,2023-10-05 01:00,2023-10-04 20:45,2023-10-05 01:45,2023-10-04 20:45,2023-10-05 01:45,LGA,KLGA,B,45,7,2023-10-04 23:14,2023-10-05 03:14,2023-10-05 00:03,2023-10-05 04:03,UA,1253,UA1253,active,134.0,49,45.0,49.0,,1696475640.0,1696467600,1696478580.0,1696470300.0,1696470300.0,,,
349,PR,PAL,PR3732,PAL3732,3732,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
350,WY,OMA,WY5858,OMA5858,5858,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,PG,261,PG261,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
351,JQ,JST,JQ568,JST568,568,MEL,YMML,4,47,2023-10-05 11:05,2023-10-05 00:05,2023-10-05 12:45,2023-10-05 01:45,2023-10-05 12:45,2023-10-05 01:45,BNE,YBBN,D,25,D04,2023-10-05 12:10,2023-10-05 02:10,2023-10-05 13:54,2023-10-05 03:54,,,,active,125.0,104,100.0,104.0,A320,1696471800.0,1696464300,1696478040.0,1696470300.0,1696470300.0,,,
352,PG,BKP,PG261,BKP261,261,BKK,VTBS,,,2023-10-05 08:05,2023-10-05 01:05,2023-10-05 08:45,2023-10-05 01:45,2023-10-05 08:45,2023-10-05 01:45,KBV,VTSG,,,,2023-10-05 09:30,2023-10-05 02:30,2023-10-05 10:07,2023-10-05 03:07,,,,landed,85.0,40,40.0,37.0,,1696473000.0,1696467900,1696475220.0,1696470300.0,1696470300.0,,,
353,JL,JAL,JL6464,JAL6464,6464,OGG,PHOG,,19,2023-10-04 14:59,2023-10-05 00:59,2023-10-04 15:45,2023-10-05 01:45,2023-10-04 15:45,2023-10-05 01:45,HNL,PHNL,1,A19,,2023-10-04 15:42,2023-10-05 01:42,2023-10-04 16:27,2023-10-05 02:27,HA,305,HA305,landed,43.0,45,46.0,45.0,,1696470120.0,1696467540,1696472820.0,1696470300.0,1696470300.0,2023-10-04 16:27,2023-10-05 02:27,1696472820.0
354,XJ,TAX,XJ613,TAX613,613,KIX,RJBB,1,,2023-10-05 09:50,2023-10-05 00:50,2023-10-05 10:45,2023-10-05 01:45,2023-10-05 10:45,2023-10-05 01:45,BKK,VTBS,,,,2023-10-05 13:50,2023-10-05 06:50,2023-10-05 15:01,2023-10-05 08:01,,,,active,360.0,71,55.0,71.0,A333,1696488600.0,1696467000,1696492860.0,1696470300.0,1696470300.0,,,
355,LA,LAN,LA3084,LAN3084,3084,CGH,SBSP,1,16,2023-10-04 22:15,2023-10-05 01:15,2023-10-04 22:46,2023-10-05 01:46,2023-10-04 22:46,2023-10-05 01:46,FLN,SBFL,,,,2023-10-04 23:25,2023-10-05 02:25,2023-10-05 00:02,2023-10-05 03:02,JJ,3084,JJ3084,active,70.0,37,31.0,37.0,,1696472700.0,1696468500,1696474920.0,1696470360.0,1696470360.0,,,
356,EY,ETD,EY6482,ETD6482,6482,SYD,YSSY,2,34,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:46,2023-10-05 01:46,2023-10-05 12:46,2023-10-05 01:46,MEL,YMML,3,3,,2023-10-05 13:35,2023-10-05 02:35,2023-10-05 14:34,2023-10-05 03:34,VA,838,VA838,active,95.0,46,46.0,59.0,,1696473300.0,1696467600,1696476840.0,1696470360.0,1696470360.0,,,
357,UA,UAL,UA819,UAL819,819,IAH,KIAH,E,5,2023-10-04 20:00,2023-10-05 01:00,2023-10-04 20:46,2023-10-05 01:46,2023-10-04 20:46,2023-10-05 01:46,EZE,SAEZ,A,,,2023-10-05 07:55,2023-10-05 10:55,2023-10-05 08:15,2023-10-05 11:15,,,,active,595.0,46,46.0,20.0,B772,1696503300.0,1696467600,1696504500.0,1696470360.0,1696470360.0,,,
358,MU,CES,MU5961,CES5961,5961,KMG,ZPPP,,,2023-10-05 09:00,2023-10-05 01:00,2023-10-05 09:46,2023-10-05 01:46,2023-10-05 09:46,2023-10-05 01:46,LNJ,ZPLC,,,,2023-10-05 10:00,2023-10-05 02:00,2023-10-05 10:55,2023-10-05 02:55,,,,landed,60.0,55,46.0,55.0,B737,1696471200.0,1696467600,1696474500.0,1696470360.0,1696470360.0,,,
359,AA,AAL,AA2972,AAL2972,2972,AUS,KAUS,,24,2023-10-04 20:10,2023-10-05 01:10,2023-10-04 20:46,2023-10-05 01:46,2023-10-04 20:46,2023-10-05 01:46,CLT,KCLT,,24,3,2023-10-04 23:58,2023-10-05 03:58,2023-10-05 00:39,2023-10-05 04:39,,,,active,168.0,41,36.0,41.0,B738,1696478280.0,1696468200,1696480740.0,1696470360.0,1696470360.0,2023-10-04 20:31,2023-10-05 01:31,1696469460.0
360,HA,HAL,HA4146,HAL4146,4146,SYD,YSSY,2,34,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:46,2023-10-05 01:46,2023-10-05 12:46,2023-10-05 01:46,MEL,YMML,3,3,,2023-10-05 13:35,2023-10-05 02:35,2023-10-05 14:34,2023-10-05 03:34,VA,838,VA838,active,95.0,46,46.0,59.0,,1696473300.0,1696467600,1696476840.0,1696470360.0,1696470360.0,,,
361,SQ,SIA,SQ6804,SIA6804,6804,SYD,YSSY,2,34,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:46,2023-10-05 01:46,2023-10-05 12:46,2023-10-05 01:46,MEL,YMML,3,3,,2023-10-05 13:35,2023-10-05 02:35,2023-10-05 14:34,2023-10-05 03:34,VA,838,VA838,active,95.0,46,46.0,59.0,,1696473300.0,1696467600,1696476840.0,1696470360.0,1696470360.0,,,
362,NK,NKS,NK3163,NKS3163,3163,MIA,KMIA,C,G14,2023-10-04 20:59,2023-10-05 00:59,2023-10-04 21:46,2023-10-05 01:46,,,DFW,KDFW,E,,,2023-10-04 23:15,2023-10-05 04:15,,,,,,cancelled,196.0,47,47.0,,A20N,1696479300.0,1696467540,,1696470360.0,,,,
363,WN,SWA,WN3227,SWA3227,3227,STL,KSTL,2,,2023-10-04 18:15,2023-10-04 23:15,2023-10-04 20:46,2023-10-05 01:46,2023-10-04 20:46,2023-10-05 01:46,MSY,KMSY,,,,2023-10-04 19:50,2023-10-05 00:50,2023-10-04 22:25,2023-10-05 03:25,,,,active,95.0,155,151.0,155.0,B738,1696467000.0,1696461300,1696476300.0,1696470360.0,1696470360.0,,,
364,NH,ANA,NH6403,ANA6403,6403,SYD,YSSY,2,34,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:46,2023-10-05 01:46,2023-10-05 12:46,2023-10-05 01:46,MEL,YMML,3,3,,2023-10-05 13:35,2023-10-05 02:35,2023-10-05 14:34,2023-10-05 03:34,VA,838,VA838,active,95.0,46,46.0,59.0,,1696473300.0,1696467600,1696476840.0,1696470360.0,1696470360.0,,,
365,AC,ACA,AC2792,ACA2792,2792,SYD,YSSY,2,34,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:46,2023-10-05 01:46,2023-10-05 12:46,2023-10-05 01:46,MEL,YMML,3,3,,2023-10-05 13:35,2023-10-05 02:35,2023-10-05 14:34,2023-10-05 03:34,VA,838,VA838,active,95.0,46,46.0,59.0,,1696473300.0,1696467600,1696476840.0,1696470360.0,1696470360.0,,,
366,QR,QTR,QR4255,QTR4255,4255,SYD,YSSY,2,34,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:46,2023-10-05 01:46,2023-10-05 12:46,2023-10-05 01:46,MEL,YMML,3,3,,2023-10-05 13:35,2023-10-05 02:35,2023-10-05 14:34,2023-10-05 03:34,VA,838,VA838,active,95.0,46,46.0,59.0,,1696473300.0,1696467600,1696476840.0,1696470360.0,1696470360.0,,,
367,JJ,TAM,JJ3084,TAM3084,3084,CGH,SBSP,1,16,2023-10-04 22:15,2023-10-05 01:15,2023-10-04 22:46,2023-10-05 01:46,2023-10-04 22:46,2023-10-05 01:46,FLN,SBFL,,,,2023-10-04 23:25,2023-10-05 02:25,2023-10-05 00:02,2023-10-05 03:02,,,,active,70.0,37,31.0,37.0,,1696472700.0,1696468500,1696474920.0,1696470360.0,1696470360.0,,,
368,VA,VOZ,VA838,VOZ838,838,SYD,YSSY,2,34,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:46,2023-10-05 01:46,2023-10-05 12:46,2023-10-05 01:46,MEL,YMML,3,3,,2023-10-05 13:35,2023-10-05 02:35,2023-10-05 14:34,2023-10-05 03:34,,,,active,95.0,46,46.0,59.0,B738,1696473300.0,1696467600,1696476840.0,1696470360.0,1696470360.0,,,
369,MF,CXA,MF3534,CXA3534,3534,KMG,ZPPP,,,2023-10-05 09:00,2023-10-05 01:00,2023-10-05 09:46,2023-10-05 01:46,2023-10-05 09:46,2023-10-05 01:46,LNJ,ZPLC,,,,2023-10-05 10:00,2023-10-05 02:00,2023-10-05 10:55,2023-10-05 02:55,MU,5961,MU5961,landed,60.0,55,46.0,55.0,,1696471200.0,1696467600,1696474500.0,1696470360.0,1696470360.0,,,
370,AA,AAL,AA3516,AAL3516,3516,DFW,KDFW,B,B42,2023-10-04 19:37,2023-10-05 00:37,2023-10-04 20:47,2023-10-05 01:47,2023-10-04 20:47,2023-10-05 01:47,TUL,KTUL,,A10,,2023-10-04 20:51,2023-10-05 01:51,2023-10-05 00:01,2023-10-05 05:01,MQ,3516,MQ3516,active,74.0,190,70.0,190.0,,1696470660.0,1696466220,1696482060.0,1696470420.0,1696470420.0,,,
371,MQ,ENY,MQ3516,ENY3516,3516,DFW,KDFW,B,B42,2023-10-04 19:37,2023-10-05 00:37,2023-10-04 20:47,2023-10-05 01:47,2023-10-04 20:47,2023-10-05 01:47,TUL,KTUL,,A10,,2023-10-04 20:51,2023-10-05 01:51,2023-10-05 00:01,2023-10-05 05:01,,,,active,74.0,190,70.0,190.0,E75L,1696470660.0,1696466220,1696482060.0,1696470420.0,1696470420.0,,,
372,TK,THY,TK7881,THY7881,7881,IKA,OIIE,,,2023-10-05 04:45,2023-10-05 01:15,2023-10-05 05:17,2023-10-05 01:47,2023-10-05 05:17,2023-10-05 01:47,ESB,LTAC,,,,2023-10-05 07:00,2023-10-05 04:00,2023-10-05 07:34,2023-10-05 04:34,,,,active,165.0,32,32.0,34.0,,1696478400.0,1696468500,1696480440.0,1696470420.0,1696470420.0,,,
373,AS,ASA,AS4579,ASA4579,4579,DFW,KDFW,B,B42,2023-10-04 19:37,2023-10-05 00:37,2023-10-04 20:47,2023-10-05 01:47,2023-10-04 20:47,2023-10-05 01:47,TUL,KTUL,,A10,,2023-10-04 20:51,2023-10-05 01:51,2023-10-05 00:01,2023-10-05 05:01,MQ,3516,MQ3516,active,74.0,190,70.0,190.0,,1696470660.0,1696466220,1696482060.0,1696470420.0,1696470420.0,,,
374,AI,AIC,AI445,AIC445,445,DEL,VIDP,T3,27A,2023-10-05 06:45,2023-10-05 01:15,2023-10-05 07:17,2023-10-05 01:47,2023-10-05 07:17,2023-10-05 01:47,IXL,VILH,,,,2023-10-05 08:20,2023-10-05 02:50,,,,,,active,95.0,32,32.0,,,1696474200.0,1696468500,,1696470420.0,1696470420.0,,,
375,JL,JAL,JL7114,JAL7114,7114,KUL,WMKK,1,G8,2023-10-05 09:10,2023-10-05 01:10,2023-10-05 09:48,2023-10-05 01:48,2023-10-05 09:48,2023-10-05 01:48,RGN,VYYY,1,,,2023-10-05 10:25,2023-10-05 03:55,2023-10-05 11:03,2023-10-05 04:33,MH,740,MH740,active,165.0,38,38.0,38.0,,1696478100.0,1696468200,1696480380.0,1696470480.0,1696470480.0,,,
376,SQ,SIA,SQ6484,SIA6484,6484,BNE,YBBN,D,44B,2023-10-05 10:20,2023-10-05 00:20,2023-10-05 11:48,2023-10-05 01:48,2023-10-05 11:48,2023-10-05 01:48,HTI,YBHM,,,,2023-10-05 12:10,2023-10-05 02:10,2023-10-05 13:21,2023-10-05 03:21,VA,1495,VA1495,active,110.0,71,88.0,71.0,,1696471800.0,1696465200,1696476060.0,1696470480.0,1696470480.0,,,
377,QR,QTR,QR6347,QTR6347,6347,BNE,YBBN,D,44B,2023-10-05 10:20,2023-10-05 00:20,2023-10-05 11:48,2023-10-05 01:48,2023-10-05 11:48,2023-10-05 01:48,HTI,YBHM,,,,2023-10-05 12:10,2023-10-05 02:10,2023-10-05 13:21,2023-10-05 03:21,VA,1495,VA1495,active,110.0,71,88.0,71.0,,1696471800.0,1696465200,1696476060.0,1696470480.0,1696470480.0,,,
378,KL,KLM,KL3966,KLM3966,3966,KUL,WMKK,1,G8,2023-10-05 09:10,2023-10-05 01:10,2023-10-05 09:48,2023-10-05 01:48,2023-10-05 09:48,2023-10-05 01:48,RGN,VYYY,1,,,2023-10-05 10:25,2023-10-05 03:55,2023-10-05 11:03,2023-10-05 04:33,MH,740,MH740,active,165.0,38,38.0,38.0,,1696478100.0,1696468200,1696480380.0,1696470480.0,1696470480.0,,,
379,8M,MMA,8M9505,MMA9505,9505,KUL,WMKK,1,G8,2023-10-05 09:10,2023-10-05 01:10,2023-10-05 09:48,2023-10-05 01:48,2023-10-05 09:48,2023-10-05 01:48,RGN,VYYY,1,,,2023-10-05 10:25,2023-10-05 03:55,2023-10-05 11:03,2023-10-05 04:33,MH,740,MH740,active,165.0,38,38.0,38.0,,1696478100.0,1696468200,1696480380.0,1696470480.0,1696470480.0,,,
380,MH,MAS,MH740,MAS740,740,KUL,WMKK,1,G8,2023-10-05 09:10,2023-10-05 01:10,2023-10-05 09:48,2023-10-05 01:48,2023-10-05 09:48,2023-10-05 01:48,RGN,VYYY,1,,,2023-10-05 10:25,2023-10-05 03:55,2023-10-05 11:03,2023-10-05 04:33,,,,active,165.0,38,38.0,38.0,B738,1696478100.0,1696468200,1696480380.0,1696470480.0,1696470480.0,,,
381,JQ,JST,JQ774,JST774,774,MEL,YMML,4,44,2023-10-05 11:00,2023-10-05 00:00,2023-10-05 12:48,2023-10-05 01:48,2023-10-05 12:48,2023-10-05 01:48,ADL,YPAD,1,26,,2023-10-05 11:55,2023-10-05 01:25,2023-10-05 13:40,2023-10-05 03:10,,,,landed,85.0,108,108.0,105.0,A320,1696469100.0,1696464000,1696475400.0,1696470480.0,1696470480.0,,,
382,ZL,RXA,ZL6118,RXA6118,6118,MYA,YMRY,,,2023-10-05 11:25,2023-10-05 00:25,2023-10-05 12:48,2023-10-05 01:48,2023-10-05 12:48,2023-10-05 01:48,SYD,YSSY,2,,D6,2023-10-05 12:25,2023-10-05 01:25,2023-10-05 13:56,2023-10-05 02:56,,,,landed,60.0,91,83.0,91.0,SF34,1696469100.0,1696465500,1696474560.0,1696470480.0,1696470480.0,2023-10-05 13:56,2023-10-05 02:56,1696474560.0
383,QR,QTR,QR5407,QTR5407,5407,KUL,WMKK,1,G8,2023-10-05 09:10,2023-10-05 01:10,2023-10-05 09:48,2023-10-05 01:48,2023-10-05 09:48,2023-10-05 01:48,RGN,VYYY,1,,,2023-10-05 10:25,2023-10-05 03:55,2023-10-05 11:03,2023-10-05 04:33,MH,740,MH740,active,165.0,38,38.0,38.0,,1696478100.0,1696468200,1696480380.0,1696470480.0,1696470480.0,,,
384,VA,VOZ,VA1495,VOZ1495,1495,BNE,YBBN,D,44B,2023-10-05 10:20,2023-10-05 00:20,2023-10-05 11:48,2023-10-05 01:48,2023-10-05 11:48,2023-10-05 01:48,HTI,YBHM,,,,2023-10-05 12:10,2023-10-05 02:10,2023-10-05 13:21,2023-10-05 03:21,,,,active,110.0,71,88.0,71.0,B738,1696471800.0,1696465200,1696476060.0,1696470480.0,1696470480.0,,,
385,EY,ETD,EY6342,ETD6342,6342,BNE,YBBN,D,44B,2023-10-05 10:20,2023-10-05 00:20,2023-10-05 11:48,2023-10-05 01:48,2023-10-05 11:48,2023-10-05 01:48,HTI,YBHM,,,,2023-10-05 12:10,2023-10-05 02:10,2023-10-05 13:21,2023-10-05 03:21,VA,1495,VA1495,active,110.0,71,88.0,71.0,,1696471800.0,1696465200,1696476060.0,1696470480.0,1696470480.0,,,
