,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,dep_actual_ts,arr_actual,arr_actual_utc,arr_actual_ts
2605,EK,UAE,EK5044,UAE5044,5044,AKL,NZAA,I,,2023-10-05 17:25,2023-10-05 04:25,2023-10-05 19:30,2023-10-05 06:30,,,SYD,YSSY,1,55,4,2023-10-05 19:10,2023-10-05 08:10,2023-10-05 21:15,2023-10-05 10:15,QF,148,QF148,scheduled,225.0,125,125.0,125.0,,1696493400.0,1696479900,1696500900.0,1696487400.0,,,,
2606,QF,QFA,QF148,QFA148,148,AKL,NZAA,I,,2023-10-05 17:25,2023-10-05 04:25,2023-10-05 19:30,2023-10-05 06:30,,,SYD,YSSY,1,55,4,2023-10-05 19:10,2023-10-05 08:10,2023-10-05 21:15,2023-10-05 10:15,,,,scheduled,225.0,125,125.0,125.0,,1696493400.0,1696479900,1696500900.0,1696487400.0,,,,
2607,JL,JAL,JL7894,JAL7894,7894,AKL,NZAA,I,,2023-10-05 17:25,2023-10-05 04:25,2023-10-05 19:30,2023-10-05 06:30,,,SYD,YSSY,1,55,4,2023-10-05 19:10,2023-10-05 08:10,2023-10-05 21:15,2023-10-05 10:15,QF,148,QF148,scheduled,225.0,125,125.0,125.0,,1696493400.0,1696479900,1696500900.0,1696487400.0,,,,
2608,KE,KAL,KE5673,KAL5673,5673,ICN,RKSI,1,115,2023-10-05 11:20,2023-10-05 02:20,2023-10-05 15:30,2023-10-05 06:30,,,DAD,VVDN,2,,,2023-10-05 14:05,2023-10-05 07:05,,,VN,431,VN431,scheduled,285.0,250,250.0,,,1696489500.0,1696472400,,1696487400.0,,,,
2609,TN,THT,TN1401,THT1401,1401,AKL,NZAA,I,,2023-10-05 17:25,2023-10-05 04:25,2023-10-05 19:30,2023-10-05 06:30,,,SYD,YSSY,1,55,4,2023-10-05 19:10,2023-10-05 08:10,2023-10-05 21:15,2023-10-05 10:15,QF,148,QF148,scheduled,225.0,125,125.0,125.0,,1696493400.0,1696479900,1696500900.0,1696487400.0,,,,
2610,NZ,ANZ,NZ7690,ANZ7690,7690,ADL,YPAD,1,22,2023-10-05 16:05,2023-10-05 05:35,2023-10-05 17:00,2023-10-05 06:30,,,MEL,YMML,1,,,2023-10-05 17:55,2023-10-05 06:55,2023-10-05 18:50,2023-10-05 07:50,QF,690,QF690,scheduled,80.0,55,55.0,55.0,,1696488900.0,1696484100,1696492200.0,1696487400.0,,,,
2611,HU,CHH,HU7867,CHH7867,7867,XIY,ZLXY,2,,2023-10-05 13:55,2023-10-05 05:55,2023-10-05 14:30,2023-10-05 06:30,,,HGH,ZSHC,3,,,2023-10-05 16:30,2023-10-05 08:30,2023-10-05 17:05,2023-10-05 09:05,,,,scheduled,155.0,35,35.0,35.0,B738,1696494600.0,1696485300,1696496700.0,1696487400.0,,,,
2612,EK,UAE,EK5690,UAE5690,5690,ADL,YPAD,1,22,2023-10-05 16:05,2023-10-05 05:35,2023-10-05 17:00,2023-10-05 06:30,,,MEL,YMML,1,,,2023-10-05 17:55,2023-10-05 06:55,2023-10-05 18:50,2023-10-05 07:50,QF,690,QF690,scheduled,80.0,55,55.0,55.0,,1696488900.0,1696484100,1696492200.0,1696487400.0,,,,
2613,BA,BAW,BA1876,BAW1876,1876,SAT,KSAT,B,8,2023-10-04 20:55,2023-10-05 01:55,2023-10-05 01:30,2023-10-05 06:30,,,DFW,KDFW,C,C8,C4,2023-10-04 22:12,2023-10-05 03:12,2023-10-05 03:12,2023-10-05 08:12,AA,1832,AA1832,scheduled,77.0,275,275.0,300.0,,1696475520.0,1696470900,1696493520.0,1696487400.0,,,,
2614,QF,QFA,QF4395,QFA4395,4395,SAT,KSAT,B,8,2023-10-04 20:55,2023-10-05 01:55,2023-10-05 01:30,2023-10-05 06:30,,,DFW,KDFW,C,C8,C4,2023-10-04 22:12,2023-10-05 03:12,2023-10-05 03:12,2023-10-05 08:12,AA,1832,AA1832,scheduled,77.0,275,275.0,300.0,,1696475520.0,1696470900,1696493520.0,1696487400.0,,,,
2615,AA,AAL,AA1832,AAL1832,1832,SAT,KSAT,B,8,2023-10-04 20:55,2023-10-05 01:55,2023-10-05 01:30,2023-10-05 06:30,,,DFW,KDFW,C,C8,C4,2023-10-04 22:12,2023-10-05 03:12,2023-10-05 03:12,2023-10-05 08:12,,,,scheduled,77.0,275,275.0,300.0,A21N,1696475520.0,1696470900,1696493520.0,1696487400.0,,,,
2616,SG,SEJ,SG609,SEJ609,609,MAA,VOMM,1,16,2023-10-05 08:40,2023-10-05 03:10,2023-10-05 12:00,2023-10-05 06:30,,,IXZ,VOPB,,,,2023-10-05 10:55,2023-10-05 05:25,2023-10-05 14:15,2023-10-05 08:45,,,,scheduled,135.0,200,200.0,200.0,,1696483500.0,1696475400,1696495500.0,1696487400.0,,,,
2617,AS,ASA,AS5040,ASA5040,5040,AKL,NZAA,I,,2023-10-05 17:25,2023-10-05 04:25,2023-10-05 19:30,2023-10-05 06:30,,,SYD,YSSY,1,55,4,2023-10-05 19:10,2023-10-05 08:10,2023-10-05 21:15,2023-10-05 10:15,QF,148,QF148,scheduled,225.0,125,125.0,125.0,,1696493400.0,1696479900,1696500900.0,1696487400.0,,,,
2618,AS,ASA,AS5069,ASA5069,5069,ADL,YPAD,1,22,2023-10-05 16:05,2023-10-05 05:35,2023-10-05 17:00,2023-10-05 06:30,,,MEL,YMML,1,,,2023-10-05 17:55,2023-10-05 06:55,2023-10-05 18:50,2023-10-05 07:50,QF,690,QF690,scheduled,80.0,55,55.0,55.0,,1696488900.0,1696484100,1696492200.0,1696487400.0,,,,
2619,AY,FIN,AY5042,FIN5042,5042,AKL,NZAA,I,,2023-10-05 17:25,2023-10-05 04:25,2023-10-05 19:30,2023-10-05 06:30,,,SYD,YSSY,1,55,4,2023-10-05 19:10,2023-10-05 08:10,2023-10-05 21:15,2023-10-05 10:15,QF,148,QF148,scheduled,225.0,125,125.0,125.0,,1696493400.0,1696479900,1696500900.0,1696487400.0,,,,
2620,5N,AUL,5N545,AUL545,545,LED,ULLI,1,,2023-10-05 08:45,2023-10-05 05:45,2023-10-05 09:30,2023-10-05 06:30,,,AER,URSS,,,,2023-10-05 12:00,2023-10-05 09:00,2023-10-05 13:55,2023-10-05 10:55,,,,scheduled,195.0,115,45.0,115.0,A20N,1696496400.0,1696484700,1696503300.0,1696487400.0,,,,
2621,NZ,ANZ,NZ3215,ANZ3215,3215,MAA,VOMM,2,,2023-10-05 10:30,2023-10-05 05:00,2023-10-05 12:05,2023-10-05 06:35,,,SIN,WSSS,,,,2023-10-05 17:40,2023-10-05 09:40,2023-10-05 19:15,2023-10-05 11:15,SQ,525,SQ525,scheduled,280.0,95,95.0,95.0,,1696498800.0,1696482000,1696504500.0,1696487700.0,,,,
2622,SQ,SIA,SQ525,SIA525,525,MAA,VOMM,2,,2023-10-05 10:30,2023-10-05 05:00,2023-10-05 12:05,2023-10-05 06:35,,,SIN,WSSS,,,,2023-10-05 17:40,2023-10-05 09:40,2023-10-05 19:15,2023-10-05 11:15,,,,scheduled,280.0,95,95.0,95.0,,1696498800.0,1696482000,1696504500.0,1696487700.0,,,,
2623,2P,GAP,2P2973,GAP2973,2973,MNL,RPLL,2,,2023-10-05 14:00,2023-10-05 06:00,2023-10-05 14:35,2023-10-05 06:35,,,IAO,RPNS,,,,2023-10-05 15:55,2023-10-05 07:55,2023-10-05 16:30,2023-10-05 08:30,,,,cancelled,115.0,35,35.0,35.0,DH8D,1696492500.0,1696485600,1696494600.0,1696487700.0,,,,
2624,EK,UAE,EK248,UAE248,248,GIG,SBGL,2,C62,2023-10-05 02:55,2023-10-05 05:55,2023-10-05 03:35,2023-10-05 06:35,,,DXB,OMDB,3,,02,2023-10-05 23:55,2023-10-05 19:55,2023-10-06 00:50,2023-10-05 20:50,,,,scheduled,840.0,40,40.0,55.0,B77L,1696535700.0,1696485300,1696539000.0,1696487700.0,,,,
2625,PR,PAL,PR2973,PAL2973,2973,MNL,RPLL,2,,2023-10-05 14:00,2023-10-05 06:00,2023-10-05 14:35,2023-10-05 06:35,,,IAO,RPNS,,,,2023-10-05 15:55,2023-10-05 07:55,2023-10-05 16:30,2023-10-05 08:30,2P,2973,2P2973,cancelled,115.0,35,35.0,35.0,,1696492500.0,1696485600,1696494600.0,1696487700.0,,,,
2626,ZL,RXA,ZL6178,RXA6178,6178,SYD,YSSY,2,G2,2023-10-05 16:15,2023-10-05 05:15,2023-10-05 17:40,2023-10-05 06:40,,,OAG,YORG,,,,2023-10-05 17:05,2023-10-05 06:05,,,,,,scheduled,50.0,85,85.0,,SF34,1696485900.0,1696482900,,1696488000.0,,,,
2627,IU,SJV,IU643,SJV643,643,AAP,WALS,1,C2,2023-10-05 14:00,2023-10-05 06:00,2023-10-05 14:40,2023-10-05 06:40,,,SUB,WARR,,,,2023-10-05 14:35,2023-10-05 07:35,2023-10-05 15:15,2023-10-05 08:15,,,,scheduled,95.0,40,40.0,40.0,,1696491300.0,1696485600,1696493700.0,1696488000.0,,,,
2628,VA,VOZ,VA614,VOZ614,614,MKY,YBMK,,4,2023-10-05 16:00,2023-10-05 06:00,2023-10-05 16:40,2023-10-05 06:40,,,BNE,YBBN,D,46,D06,2023-10-05 17:40,2023-10-05 07:40,2023-10-05 18:20,2023-10-05 08:20,QQ,614,QQ614,scheduled,100.0,40,40.0,40.0,,1696491600.0,1696485600,1696494000.0,1696488000.0,,,,
2629,NZ,ANZ,NZ1734,ANZ1734,1734,SYD,YSSY,3,,2023-10-05 16:35,2023-10-05 05:35,2023-10-05 17:40,2023-10-05 06:40,,,BNE,YBBN,D,,D02,2023-10-05 17:05,2023-10-05 07:05,2023-10-05 18:10,2023-10-05 08:10,QF,534,QF534,scheduled,90.0,65,65.0,65.0,,1696489500.0,1696484100,1696493400.0,1696488000.0,,,,
2630,QR,QTR,QR7125,QTR7125,7125,MKY,YBMK,,4,2023-10-05 16:00,2023-10-05 06:00,2023-10-05 16:40,2023-10-05 06:40,,,BNE,YBBN,D,46,D06,2023-10-05 17:40,2023-10-05 07:40,2023-10-05 18:20,2023-10-05 08:20,QQ,614,QQ614,scheduled,100.0,40,40.0,40.0,,1696491600.0,1696485600,1696494000.0,1696488000.0,,,,
2631,SQ,SIA,SQ6491,SIA6491,6491,MKY,YBMK,,4,2023-10-05 16:00,2023-10-05 06:00,2023-10-05 16:40,2023-10-05 06:40,,,BNE,YBBN,D,46,D06,2023-10-05 17:40,2023-10-05 07:40,2023-10-05 18:20,2023-10-05 08:20,QQ,614,QQ614,scheduled,100.0,40,40.0,40.0,,1696491600.0,1696485600,1696494000.0,1696488000.0,,,,
2632,QQ,UTY,QQ614,UTY614,614,MKY,YBMK,,4,2023-10-05 16:00,2023-10-05 06:00,2023-10-05 16:40,2023-10-05 06:40,,,BNE,YBBN,D,46,D06,2023-10-05 17:40,2023-10-05 07:40,2023-10-05 18:20,2023-10-05 08:20,,,,scheduled,100.0,40,40.0,40.0,,1696491600.0,1696485600,1696494000.0,1696488000.0,,,,
2633,QF,QFA,QF534,QFA534,534,SYD,YSSY,3,,2023-10-05 16:35,2023-10-05 05:35,2023-10-05 17:40,2023-10-05 06:40,,,BNE,YBBN,D,,D02,2023-10-05 17:05,2023-10-05 07:05,2023-10-05 18:10,2023-10-05 08:10,,,,scheduled,90.0,65,65.0,65.0,,1696489500.0,1696484100,1696493400.0,1696488000.0,,,,
2634,EY,ETD,EY6479,ETD6479,6479,MKY,YBMK,,4,2023-10-05 16:00,2023-10-05 06:00,2023-10-05 16:40,2023-10-05 06:40,,,BNE,YBBN,D,46,D06,2023-10-05 17:40,2023-10-05 07:40,2023-10-05 18:20,2023-10-05 08:20,QQ,614,QQ614,scheduled,100.0,40,40.0,40.0,,1696491600.0,1696485600,1696494000.0,1696488000.0,,,,
2635,VS,VIR,VS3636,VIR3636,3636,SLC,KSLC,,A2,2023-10-04 23:05,2023-10-05 05:05,2023-10-05 00:43,2023-10-05 06:43,,,PDX,KPDX,,D9,8,2023-10-04 23:58,2023-10-05 06:58,2023-10-05 01:21,2023-10-05 08:21,DL,2323,DL2323,scheduled,113.0,98,98.0,83.0,,1696489080.0,1696482300,1696494060.0,1696488180.0,,,,
2636,KL,KLM,KL6362,KLM6362,6362,SLC,KSLC,,A2,2023-10-04 23:05,2023-10-05 05:05,2023-10-05 00:43,2023-10-05 06:43,,,PDX,KPDX,,D9,8,2023-10-04 23:58,2023-10-05 06:58,2023-10-05 01:21,2023-10-05 08:21,DL,2323,DL2323,scheduled,113.0,98,98.0,83.0,,1696489080.0,1696482300,1696494060.0,1696488180.0,,,,
2637,AM,AMX,AM4684,AMX4684,4684,SLC,KSLC,,A2,2023-10-04 23:05,2023-10-05 05:05,2023-10-05 00:43,2023-10-05 06:43,,,PDX,KPDX,,D9,8,2023-10-04 23:58,2023-10-05 06:58,2023-10-05 01:21,2023-10-05 08:21,DL,2323,DL2323,scheduled,113.0,98,98.0,83.0,,1696489080.0,1696482300,1696494060.0,1696488180.0,,,,
2638,DL,DAL,DL2323,DAL2323,2323,SLC,KSLC,,A2,2023-10-04 23:05,2023-10-05 05:05,2023-10-05 00:43,2023-10-05 06:43,,,PDX,KPDX,,D9,8,2023-10-04 23:58,2023-10-05 06:58,2023-10-05 01:21,2023-10-05 08:21,,,,scheduled,113.0,98,98.0,83.0,B738,1696489080.0,1696482300,1696494060.0,1696488180.0,,,,
2639,UA,UAL,UA2708,UAL2708,2708,LAS,KLAS,3,D55,2023-10-04 22:43,2023-10-05 05:43,2023-10-04 23:44,2023-10-05 06:44,,,EWR,KEWR,C,73,1,2023-10-05 06:34,2023-10-05 10:34,2023-10-05 07:24,2023-10-05 11:24,,,,scheduled,291.0,50,61.0,50.0,B772,1696502040.0,1696484580,1696505040.0,1696488240.0,,,,
2640,SC,CDG,SC8702,CDG8702,8702,URC,ZWWW,2,,2023-10-05 14:00,2023-10-05 06:00,2023-10-05 14:45,2023-10-05 06:45,,,LHW,ZLLL,T2,,,2023-10-05 16:40,2023-10-05 08:40,2023-10-05 17:02,2023-10-05 09:02,,,,scheduled,160.0,45,45.0,22.0,,1696495200.0,1696485600,1696496520.0,1696488300.0,,,,
2641,TK,THY,TK2674,THY2674,2674,IST,LTFM,,,2023-10-05 09:00,2023-10-05 06:00,2023-10-05 09:45,2023-10-05 06:45,,,MQM,LTCR,,,,2023-10-05 10:55,2023-10-05 07:55,2023-10-05 11:40,2023-10-05 08:40,,,,scheduled,115.0,45,45.0,45.0,,1696492500.0,1696485600,1696495200.0,1696488300.0,,,,
2642,CA,CCA,CA4990,CCA4990,4990,URC,ZWWW,2,,2023-10-05 14:00,2023-10-05 06:00,2023-10-05 14:45,2023-10-05 06:45,,,LHW,ZLLL,T2,,,2023-10-05 16:40,2023-10-05 08:40,2023-10-05 17:02,2023-10-05 09:02,SC,8702,SC8702,scheduled,160.0,45,45.0,22.0,,1696495200.0,1696485600,1696496520.0,1696488300.0,,,,
2643,ZH,CSZ,ZH2834,CSZ2834,2834,URC,ZWWW,2,,2023-10-05 14:00,2023-10-05 06:00,2023-10-05 14:45,2023-10-05 06:45,,,LHW,ZLLL,T2,,,2023-10-05 16:40,2023-10-05 08:40,2023-10-05 17:02,2023-10-05 09:02,SC,8702,SC8702,scheduled,160.0,45,45.0,22.0,,1696495200.0,1696485600,1696496520.0,1696488300.0,,,,
2644,IB,IBE,IB1256,IBE1256,1256,MEX,MMMX,1,B,2023-10-04 22:50,2023-10-05 04:50,2023-10-05 00:45,2023-10-05 06:45,,,MTY,MMMY,A,,,2023-10-05 00:25,2023-10-05 06:25,2023-10-05 02:18,2023-10-05 08:18,VB,1144,VB1144,scheduled,95.0,98,100.0,98.0,,1696487100.0,1696481400,1696493880.0,1696488300.0,,,,
2645,VB,VIV,VB1144,VIV1144,1144,MEX,MMMX,1,B,2023-10-04 22:50,2023-10-05 04:50,2023-10-05 00:45,2023-10-05 06:45,,,MTY,MMMY,A,,,2023-10-05 00:25,2023-10-05 06:25,2023-10-05 02:18,2023-10-05 08:18,,,,scheduled,95.0,98,100.0,98.0,,1696487100.0,1696481400,1696493880.0,1696488300.0,,,,
2646,FZ,FDB,FZ326,FDB326,326,MUX,OPMT,,,2023-10-05 10:50,2023-10-05 05:50,2023-10-05 11:48,2023-10-05 06:48,,,DXB,OMDB,2,,5,2023-10-05 12:50,2023-10-05 08:50,2023-10-05 13:45,2023-10-05 09:45,,,,scheduled,180.0,58,58.0,55.0,B38M,1696495800.0,1696485000,1696499100.0,1696488480.0,,,,
2647,EK,UAE,EK2103,UAE2103,2103,MUX,OPMT,,,2023-10-05 10:50,2023-10-05 05:50,2023-10-05 11:48,2023-10-05 06:48,,,DXB,OMDB,2,,5,2023-10-05 12:50,2023-10-05 08:50,2023-10-05 13:45,2023-10-05 09:45,FZ,326,FZ326,scheduled,180.0,58,58.0,55.0,,1696495800.0,1696485000,1696499100.0,1696488480.0,,,,
2648,CZ,CSN,CZ3667,CSN3667,3667,KWE,ZUGY,T3,,2023-10-05 13:30,2023-10-05 05:30,2023-10-05 14:50,2023-10-05 06:50,,,SZX,ZGSZ,T3,,,2023-10-05 15:15,2023-10-05 07:15,2023-10-05 16:17,2023-10-05 08:17,,,,scheduled,105.0,62,80.0,62.0,A321,1696490100.0,1696483800,1696493820.0,1696488600.0,,,,
2649,TG,THA,TG916,THA916,916,BKK,VTBS,,,2023-10-05 12:50,2023-10-05 05:50,2023-10-05 13:50,2023-10-05 06:50,,,LHR,EGLL,2,,,2023-10-05 19:10,2023-10-05 18:10,,,,,,scheduled,740.0,60,60.0,,A359,1696529400.0,1696485000,,1696488600.0,,,,
2650,BR,EVA,BR2227,EVA2227,2227,BKK,VTBS,,,2023-10-05 12:50,2023-10-05 05:50,2023-10-05 13:50,2023-10-05 06:50,,,LHR,EGLL,2,,,2023-10-05 19:10,2023-10-05 18:10,,,TG,916,TG916,scheduled,740.0,60,60.0,,,1696529400.0,1696485000,,1696488600.0,,,,
2651,SG,SEJ,SG472,SEJ472,472,BOM,VABB,1,13,2023-10-05 08:40,2023-10-05 03:10,2023-10-05 12:20,2023-10-05 06:50,,,VNS,VIBN,,,,2023-10-05 10:45,2023-10-05 05:15,2023-10-05 14:25,2023-10-05 08:55,,,,scheduled,125.0,220,220.0,220.0,B38M,1696482900.0,1696475400,1696496100.0,1696488600.0,,,,
2652,TW,TWB,TW9118,TWB9118,9118,HKG,VHHH,1,,2023-10-05 14:00,2023-10-05 06:00,2023-10-05 14:50,2023-10-05 06:50,,,ICN,RKSI,1,,,2023-10-05 18:50,2023-10-05 09:50,,,,,,scheduled,230.0,50,50.0,,,1696499400.0,1696485600,,1696488600.0,,,,
2653,WN,SWA,WN3399,SWA3399,3399,LAS,KLAS,1,C12,2023-10-04 21:50,2023-10-05 04:50,2023-10-04 23:52,2023-10-05 06:52,,,RNO,KRNO,,,,2023-10-04 23:10,2023-10-05 06:10,2023-10-05 01:12,2023-10-05 08:12,,,,scheduled,80.0,122,122.0,122.0,B38M,1696486200.0,1696481400,1696493520.0,1696488720.0,,,,
2654,PK,PIA,PK748,PIA748,748,MED,OEMA,,123,2023-10-04 23:00,2023-10-04 20:00,2023-10-05 09:55,2023-10-05 06:55,,,LHE,OPLA,,,,2023-10-05 06:00,2023-10-05 01:00,2023-10-05 16:55,2023-10-05 11:55,,,,scheduled,300.0,655,655.0,655.0,,1696467600.0,1696449600,1696506900.0,1696488900.0,,,,
2655,GF,GFA,GF14,GFA14,14,BAH,OBBI,,15,2023-10-05 09:00,2023-10-05 06:00,2023-10-05 09:55,2023-10-05 06:55,,,DME,UUDD,,,,2023-10-05 15:25,2023-10-05 12:25,2023-10-05 16:20,2023-10-05 13:20,,,,scheduled,385.0,55,55.0,55.0,,1696508700.0,1696485600,1696512000.0,1696488900.0,,,,
2656,VN,HVN,VN99,HVN99,99,SFO,KSFO,INTL,,2023-10-04 22:10,2023-10-05 05:10,2023-10-04 23:59,2023-10-05 06:59,,,SGN,VVTS,2,,,2023-10-06 04:30,2023-10-05 21:30,,,,,,scheduled,980.0,109,109.0,,A359,1696541400.0,1696482600,,1696489140.0,,,,
2657,QF,QFA,QF7,QFA7,7,SYD,YSSY,1,8,2023-10-05 16:40,2023-10-05 05:40,2023-10-05 18:00,2023-10-05 07:00,,,DFW,KDFW,D,,,2023-10-05 16:05,2023-10-05 21:05,2023-10-05 17:25,2023-10-05 22:25,,,,scheduled,925.0,80,80.0,80.0,,1696539900.0,1696484400,1696544700.0,1696489200.0,,,,
2658,AA,AAL,AA7973,AAL7973,7973,LBV,FOOL,,,2023-10-05 05:30,2023-10-05 04:30,2023-10-05 08:00,2023-10-05 07:00,,,CMN,GMMN,2,,,2023-10-05 11:00,2023-10-05 10:00,2023-10-05 13:30,2023-10-05 12:30,AT,266,AT266,scheduled,330.0,150,150.0,150.0,,1696500000.0,1696480200,1696509000.0,1696489200.0,,,,
2659,AA,AAL,AA7261,AAL7261,7261,SYD,YSSY,1,8,2023-10-05 16:40,2023-10-05 05:40,2023-10-05 18:00,2023-10-05 07:00,,,DFW,KDFW,D,,,2023-10-05 16:05,2023-10-05 21:05,2023-10-05 17:25,2023-10-05 22:25,QF,7,QF7,scheduled,925.0,80,80.0,80.0,,1696539900.0,1696484400,1696544700.0,1696489200.0,,,,
2660,PK,PIA,PK217,PIA217,217,PEW,OPPS,,,2023-10-05 10:45,2023-10-05 05:45,2023-10-05 12:00,2023-10-05 07:00,,,AUH,OMAA,2,,,2023-10-05 13:00,2023-10-05 09:00,2023-10-05 14:21,2023-10-05 10:21,,,,scheduled,195.0,75,75.0,81.0,,1696496400.0,1696484700,1696501260.0,1696489200.0,,,,
2661,OG,FPY,OG880,FPY880,880,KEF,BIKF,,,2023-10-05 06:00,2023-10-05 06:00,2023-10-05 07:00,2023-10-05 07:00,,,DUB,EIDW,1,VCC2,6,2023-10-05 09:35,2023-10-05 08:35,,,,,,scheduled,155.0,60,60.0,,,1696494900.0,1696485600,,1696489200.0,,,,
2662,AT,RAM,AT266,RAM266,266,LBV,FOOL,,,2023-10-05 05:30,2023-10-05 04:30,2023-10-05 08:00,2023-10-05 07:00,,,CMN,GMMN,2,,,2023-10-05 11:00,2023-10-05 10:00,2023-10-05 13:30,2023-10-05 12:30,,,,scheduled,330.0,150,150.0,150.0,B738,1696500000.0,1696480200,1696509000.0,1696489200.0,,,,
2663,U2,EZY,U24647,EZY4647,4647,CDG,LFPG,2B,,2023-10-05 07:00,2023-10-05 05:00,2023-10-05 09:00,2023-10-05 07:00,,,CPH,EKCH,3,,,2023-10-05 08:55,2023-10-05 06:55,2023-10-05 10:49,2023-10-05 08:49,,,,scheduled,115.0,120,120.0,114.0,,1696488900.0,1696482000,1696495740.0,1696489200.0,,,,
2664,QR,QTR,QR4547,QTR4547,4547,LBV,FOOL,,,2023-10-05 05:30,2023-10-05 04:30,2023-10-05 08:00,2023-10-05 07:00,,,CMN,GMMN,2,,,2023-10-05 11:00,2023-10-05 10:00,2023-10-05 13:30,2023-10-05 12:30,AT,266,AT266,scheduled,330.0,150,150.0,150.0,,1696500000.0,1696480200,1696509000.0,1696489200.0,,,,
2665,ZH,CSZ,ZH1718,CSZ1718,1718,PEK,ZBAA,3,,2023-10-05 14:30,2023-10-05 06:30,2023-10-05 15:05,2023-10-05 07:05,,,HGH,ZSHC,,,22,2023-10-05 17:00,2023-10-05 09:00,2023-10-05 17:35,2023-10-05 09:35,CA,1718,CA1718,scheduled,150.0,35,35.0,35.0,,1696496400.0,1696487400,1696498500.0,1696489500.0,,,,
2666,ZH,CSZ,ZH4847,CSZ4847,4847,XNN,ZLXN,T2,,2023-10-05 13:55,2023-10-05 05:55,2023-10-05 15:05,2023-10-05 07:05,,,HGH,ZSHC,,,21,2023-10-05 16:50,2023-10-05 08:50,2023-10-05 18:00,2023-10-05 10:00,CA,8510,CA8510,scheduled,175.0,70,70.0,70.0,,1696495800.0,1696485300,1696500000.0,1696489500.0,,,,
2667,ZH,CSZ,ZH4067,CSZ4067,4067,XNN,ZLXN,T2,,2023-10-05 14:15,2023-10-05 06:15,2023-10-05 15:05,2023-10-05 07:05,,,TFU,ZUTF,T2,,,2023-10-05 15:55,2023-10-05 07:55,2023-10-05 16:45,2023-10-05 08:45,CA,2594,CA2594,scheduled,100.0,50,50.0,50.0,,1696492500.0,1696486500,1696495500.0,1696489500.0,,,,
2668,LY,ELY,LY8301,ELY8301,8301,PEK,ZBAA,3,,2023-10-05 14:30,2023-10-05 06:30,2023-10-05 15:05,2023-10-05 07:05,,,HGH,ZSHC,,,22,2023-10-05 17:00,2023-10-05 09:00,2023-10-05 17:35,2023-10-05 09:35,CA,1718,CA1718,scheduled,150.0,35,35.0,35.0,,1696496400.0,1696487400,1696498500.0,1696489500.0,,,,
2669,UA,UAL,UA7548,UAL7548,7548,PEK,ZBAA,3,,2023-10-05 14:30,2023-10-05 06:30,2023-10-05 15:05,2023-10-05 07:05,,,HGH,ZSHC,,,22,2023-10-05 17:00,2023-10-05 09:00,2023-10-05 17:35,2023-10-05 09:35,CA,1718,CA1718,scheduled,150.0,35,35.0,35.0,,1696496400.0,1696487400,1696498500.0,1696489500.0,,,,
2670,CA,CCA,CA8510,CCA8510,8510,XNN,ZLXN,T2,,2023-10-05 13:55,2023-10-05 05:55,2023-10-05 15:05,2023-10-05 07:05,,,HGH,ZSHC,,,21,2023-10-05 16:50,2023-10-05 08:50,2023-10-05 18:00,2023-10-05 10:00,,,,scheduled,175.0,70,70.0,70.0,A319,1696495800.0,1696485300,1696500000.0,1696489500.0,,,,
2671,AA,AAL,AA305,AAL305,305,SEA,KSEA,,S15,2023-10-04 22:12,2023-10-05 05:12,2023-10-05 00:05,2023-10-05 07:05,,,MIA,KMIA,N,D27,25,2023-10-05 07:02,2023-10-05 11:02,2023-10-05 08:53,2023-10-05 12:53,,,,scheduled,350.0,113,113.0,111.0,A21N,1696503720.0,1696482720,1696510380.0,1696489500.0,,,,
2672,CA,CCA,CA1718,CCA1718,1718,PEK,ZBAA,3,,2023-10-05 14:30,2023-10-05 06:30,2023-10-05 15:05,2023-10-05 07:05,,,HGH,ZSHC,,,22,2023-10-05 17:00,2023-10-05 09:00,2023-10-05 17:35,2023-10-05 09:35,,,,scheduled,150.0,35,35.0,35.0,,1696496400.0,1696487400,1696498500.0,1696489500.0,,,,
2673,CA,CCA,CA2594,CCA2594,2594,XNN,ZLXN,T2,,2023-10-05 14:15,2023-10-05 06:15,2023-10-05 15:05,2023-10-05 07:05,,,TFU,ZUTF,T2,,,2023-10-05 15:55,2023-10-05 07:55,2023-10-05 16:45,2023-10-05 08:45,,,,scheduled,100.0,50,50.0,50.0,,1696492500.0,1696486500,1696495500.0,1696489500.0,,,,
2674,EY,ETD,EY8295,ETD8295,8295,SEA,KSEA,,S2,2023-10-04 23:22,2023-10-05 06:22,2023-10-05 00:10,2023-10-05 07:10,,,JFK,KJFK,5,28,6,2023-10-05 07:29,2023-10-05 11:29,2023-10-05 08:17,2023-10-05 12:17,B6,264,B6264,scheduled,307.0,48,48.0,48.0,,1696505340.0,1696486920,1696508220.0,1696489800.0,,,,
