,flight_number,airline_iata,dep_time_utc,dep_estimated_utc,arr_time_utc,arr_estimated_utc,dep_country_code,arr_country_code,domestic,international,delayed
752,6263,UA,2023-10-05 02:30,2023-10-05 04:30,2023-10-05 03:43,2023-10-05 05:43,US,US,True,False,120
753,6517,NZ,2023-10-05 02:30,2023-10-05 04:30,2023-10-05 03:43,2023-10-05 05:43,US,US,True,False,120
754,2351,AA,2023-10-05 03:30,2023-10-05 05:00,2023-10-05 04:44,2023-10-05 06:11,US,US,True,False,90
755,2259,QR,2023-10-05 03:30,2023-10-05 05:00,2023-10-05 04:44,2023-10-05 06:11,US,US,True,False,90
756,7211,JL,2023-10-05 03:30,2023-10-05 05:00,2023-10-05 04:44,2023-10-05 06:11,US,US,True,False,90
757,4899,BA,2023-10-05 03:30,2023-10-05 05:00,2023-10-05 04:44,2023-10-05 06:11,US,US,True,False,90
758,6103,EK,2023-10-05 00:40,2023-10-05 12:45,2023-10-05 01:54,2023-10-05 13:59,US,US,True,False,725
759,6516,NZ,2023-10-05 00:40,2023-10-05 12:45,2023-10-05 01:54,2023-10-05 13:59,US,US,True,False,725
760,1324,CM,2023-10-05 00:40,2023-10-05 12:45,2023-10-05 01:54,2023-10-05 13:59,US,US,True,False,725
761,6260,UA,2023-10-05 00:40,2023-10-05 12:45,2023-10-05 01:54,2023-10-05 13:59,US,US,True,False,725
762,6260,YV,2023-10-05 00:40,2023-10-05 12:45,2023-10-05 01:54,2023-10-05 13:59,US,US,True,False,725
763,8661,LH,2023-10-05 00:40,2023-10-05 12:45,2023-10-05 01:54,2023-10-05 13:59,US,US,True,False,725
764,6585,NZ,2023-10-05 00:56,2023-10-05 01:32,2023-10-05 04:30,2023-10-05 05:26,US,US,True,False,56
765,6106,EK,2023-10-05 00:56,2023-10-05 01:32,2023-10-05 04:30,2023-10-05 05:26,US,US,True,False,56
766,2422,UA,2023-10-05 00:56,2023-10-05 01:32,2023-10-05 04:30,2023-10-05 05:26,US,US,True,False,56
767,9657,NZ,2023-10-05 01:16,2023-10-05 02:15,2023-10-05 04:52,2023-10-05 05:36,US,US,True,False,44
768,2236,UA,2023-10-05 01:16,2023-10-05 02:15,2023-10-05 04:52,2023-10-05 05:36,US,US,True,False,44
769,8010,VA,2023-10-05 01:16,2023-10-05 02:15,2023-10-05 04:52,2023-10-05 05:36,US,US,True,False,44
770,3007,BR,2023-10-05 01:16,2023-10-05 02:15,2023-10-05 04:52,2023-10-05 05:36,US,US,True,False,44
771,6140,EK,2023-10-05 01:04,2023-10-05 02:13,2023-10-05 03:20,2023-10-05 05:00,US,US,True,False,69
772,2260,UA,2023-10-05 01:04,2023-10-05 02:13,2023-10-05 03:20,2023-10-05 05:00,US,US,True,False,69
773,1644,CM,2023-10-05 01:04,2023-10-05 02:13,2023-10-05 03:20,2023-10-05 05:00,US,US,True,False,69
774,6822,NZ,2023-10-05 01:04,2023-10-05 02:13,2023-10-05 03:20,2023-10-05 05:00,US,US,True,False,69
775,129,UA,2023-10-05 01:00,2023-10-05 01:40,2023-10-05 11:15,2023-10-05 11:55,US,BR,False,True,40
776,7210,NH,2023-10-05 01:00,2023-10-05 01:40,2023-10-05 11:15,2023-10-05 11:55,US,BR,False,True,40
777,6157,YV,2023-10-04 23:13,2023-10-05 01:43,2023-10-05 01:03,2023-10-05 03:36,US,MX,False,True,150
778,3401,AC,2023-10-04 23:13,2023-10-05 01:43,2023-10-05 01:03,2023-10-05 03:36,US,MX,False,True,150
779,7694,LH,2023-10-04 23:13,2023-10-05 01:43,2023-10-05 01:03,2023-10-05 03:36,US,MX,False,True,150
780,6157,UA,2023-10-04 23:13,2023-10-05 01:43,2023-10-05 01:03,2023-10-05 03:36,US,MX,False,True,150
781,3017,BR,2023-10-05 00:45,2023-10-05 02:27,2023-10-05 05:35,2023-10-05 07:15,US,US,True,False,100
782,6154,EK,2023-10-05 00:45,2023-10-05 02:27,2023-10-05 05:35,2023-10-05 07:15,US,US,True,False,100
783,1905,UA,2023-10-05 00:45,2023-10-05 02:27,2023-10-05 05:35,2023-10-05 07:15,US,US,True,False,100
784,819,UA,2023-10-05 01:00,2023-10-05 01:46,2023-10-05 10:55,2023-10-05 11:15,US,AR,False,True,46
785,8647,LH,2023-10-05 02:59,2023-10-05 02:51,2023-10-05 04:27,2023-10-05 05:16,US,US,True,False,49
786,463,UA,2023-10-05 02:59,2023-10-05 02:51,2023-10-05 04:27,2023-10-05 05:16,US,US,True,False,49
787,6944,NZ,2023-10-05 02:59,2023-10-05 02:51,2023-10-05 04:27,2023-10-05 05:16,US,US,True,False,49
788,1729,CM,2023-10-05 02:59,2023-10-05 02:51,2023-10-05 04:27,2023-10-05 05:16,US,US,True,False,49
789,4769,AC,2023-10-05 02:59,2023-10-05 02:51,2023-10-05 04:27,2023-10-05 05:16,US,US,True,False,49
790,2086,UA,2023-10-04 23:40,2023-10-05 01:54,2023-10-05 02:56,2023-10-05 05:09,US,US,True,False,133
791,2463,DL,2023-10-05 03:00,2023-10-05 04:40,2023-10-05 05:27,,US,US,True,False,100
792,6266,KL,2023-10-05 03:00,2023-10-05 04:40,2023-10-05 05:27,,US,US,True,False,100
793,3492,VS,2023-10-05 03:00,2023-10-05 04:40,2023-10-05 05:27,,US,US,True,False,100
794,6850,AF,2023-10-05 03:00,2023-10-05 04:40,2023-10-05 05:27,,US,US,True,False,100
795,6825,WS,2023-10-05 03:00,2023-10-05 04:40,2023-10-05 05:27,,US,US,True,False,100
796,6168,YV,2023-10-05 01:14,2023-10-05 04:30,2023-10-05 02:45,2023-10-05 06:01,US,US,True,False,196
797,8713,LH,2023-10-05 01:14,2023-10-05 04:30,2023-10-05 02:45,2023-10-05 06:01,US,US,True,False,196
798,1637,CM,2023-10-05 01:14,2023-10-05 04:30,2023-10-05 02:45,2023-10-05 06:01,US,US,True,False,196
799,6168,UA,2023-10-05 01:14,2023-10-05 04:30,2023-10-05 02:45,2023-10-05 06:01,US,US,True,False,196
800,6139,EK,2023-10-05 01:14,2023-10-05 04:30,2023-10-05 02:45,2023-10-05 06:01,US,US,True,False,196
801,6804,NZ,2023-10-05 01:14,2023-10-05 04:30,2023-10-05 02:45,2023-10-05 06:01,US,US,True,False,196
802,8703,LH,2023-10-05 01:15,2023-10-05 02:46,2023-10-05 04:45,2023-10-05 06:10,US,US,True,False,85
803,6161,EK,2023-10-05 01:15,2023-10-05 02:46,2023-10-05 04:45,2023-10-05 06:10,US,US,True,False,85
804,2259,UA,2023-10-05 01:15,2023-10-05 02:46,2023-10-05 04:45,2023-10-05 06:10,US,US,True,False,85
805,5654,OO,2023-10-05 00:41,2023-10-05 04:30,2023-10-05 02:08,2023-10-05 05:57,US,US,True,False,229
806,5654,UA,2023-10-05 00:41,2023-10-05 04:30,2023-10-05 02:08,2023-10-05 05:57,US,US,True,False,229
807,1537,CM,2023-10-05 00:41,2023-10-05 04:30,2023-10-05 02:08,2023-10-05 05:57,US,US,True,False,229
808,6125,EK,2023-10-05 00:41,2023-10-05 04:30,2023-10-05 02:08,2023-10-05 05:57,US,US,True,False,229
809,3380,AC,2023-10-05 00:41,2023-10-05 04:30,2023-10-05 02:08,2023-10-05 05:57,US,US,True,False,229
810,6479,NZ,2023-10-05 00:41,2023-10-05 04:30,2023-10-05 02:08,2023-10-05 05:57,US,US,True,False,229
811,6098,UA,2023-10-05 00:40,2023-10-05 12:00,2023-10-05 02:22,2023-10-05 13:42,US,US,True,False,680
812,6157,EK,2023-10-05 00:40,2023-10-05 12:00,2023-10-05 02:22,2023-10-05 13:42,US,US,True,False,680
813,2619,NZ,2023-10-05 00:40,2023-10-05 12:00,2023-10-05 02:22,2023-10-05 13:42,US,US,True,False,680
814,6098,YV,2023-10-05 00:40,2023-10-05 12:00,2023-10-05 02:22,2023-10-05 13:42,US,US,True,False,680
815,6090,UA,2023-10-05 01:24,2023-10-05 03:45,2023-10-05 02:33,2023-10-05 04:54,US,US,True,False,141
816,9770,NZ,2023-10-05 01:24,2023-10-05 03:45,2023-10-05 02:33,2023-10-05 04:54,US,US,True,False,141
817,6090,YV,2023-10-05 01:24,2023-10-05 03:45,2023-10-05 02:33,2023-10-05 04:54,US,US,True,False,141
818,6098,EK,2023-10-05 01:24,2023-10-05 03:45,2023-10-05 02:33,2023-10-05 04:54,US,US,True,False,141
819,8696,LH,2023-10-05 01:24,2023-10-05 03:45,2023-10-05 02:33,2023-10-05 04:54,US,US,True,False,141
820,3413,AC,2023-10-05 01:24,2023-10-05 03:45,2023-10-05 02:33,2023-10-05 04:54,US,US,True,False,141
821,1288,WN,2023-10-05 03:00,2023-10-05 04:59,2023-10-05 04:50,2023-10-05 06:44,US,US,True,False,114
822,2323,QR,2023-10-04 18:15,2023-10-05 03:05,2023-10-04 20:16,2023-10-05 05:31,US,US,True,False,530
823,2579,AA,2023-10-04 18:15,2023-10-05 03:05,2023-10-04 20:16,2023-10-05 05:31,US,US,True,False,530
824,4303,QF,2023-10-04 18:15,2023-10-05 03:05,2023-10-04 20:16,2023-10-05 05:31,US,US,True,False,530
825,6621,GF,2023-10-04 18:15,2023-10-05 03:05,2023-10-04 20:16,2023-10-05 05:31,US,US,True,False,530
826,4405,IB,2023-10-04 18:15,2023-10-05 03:05,2023-10-04 20:16,2023-10-05 05:31,US,US,True,False,530
827,6151,G3,2023-10-04 18:15,2023-10-05 03:05,2023-10-04 20:16,2023-10-05 05:31,US,US,True,False,530
828,1873,BA,2023-10-04 18:15,2023-10-05 03:05,2023-10-04 20:16,2023-10-05 05:31,US,US,True,False,530
829,3093,AC,2023-10-04 21:55,2023-10-05 03:30,2023-10-05 00:01,2023-10-05 05:36,US,US,True,False,335
830,6086,UA,2023-10-04 21:55,2023-10-05 03:30,2023-10-05 00:01,2023-10-05 05:36,US,US,True,False,335
831,6086,YV,2023-10-04 21:55,2023-10-05 03:30,2023-10-05 00:01,2023-10-05 05:36,US,US,True,False,335
832,431,UA,2023-10-05 00:55,2023-10-05 01:26,2023-10-05 01:55,2023-10-05 02:29,US,US,True,False,34
833,4431,AC,2023-10-05 00:55,2023-10-05 01:26,2023-10-05 01:55,2023-10-05 02:29,US,US,True,False,34
834,1059,CM,2023-10-05 00:55,2023-10-05 01:26,2023-10-05 01:55,2023-10-05 02:29,US,US,True,False,34
835,8816,LH,2023-10-05 00:55,2023-10-05 01:26,2023-10-05 01:55,2023-10-05 02:29,US,US,True,False,34
836,2140,WN,2023-10-05 02:10,2023-10-05 02:29,2023-10-05 04:40,2023-10-05 05:15,US,US,True,False,35
837,524,F9,2023-10-05 01:12,2023-10-05 02:26,2023-10-05 04:07,2023-10-05 05:07,US,US,True,False,74
838,104,WN,2023-10-05 01:10,2023-10-05 01:38,2023-10-05 03:45,2023-10-05 04:16,US,US,True,False,31
839,6351,OZ,2023-10-05 01:07,2023-10-05 02:43,2023-10-05 03:49,2023-10-05 05:07,US,US,True,False,78
840,5331,AC,2023-10-05 01:07,2023-10-05 02:43,2023-10-05 03:49,2023-10-05 05:07,US,US,True,False,78
841,8352,VA,2023-10-05 01:07,2023-10-05 02:43,2023-10-05 03:49,2023-10-05 05:07,US,US,True,False,78
842,9069,NZ,2023-10-05 01:07,2023-10-05 02:43,2023-10-05 03:49,2023-10-05 05:07,US,US,True,False,78
843,2681,UA,2023-10-05 01:07,2023-10-05 02:43,2023-10-05 03:49,2023-10-05 05:07,US,US,True,False,78
844,660,F9,2023-10-05 02:15,2023-10-05 03:10,2023-10-05 05:24,2023-10-05 06:09,US,US,True,False,55
845,624,F9,2023-10-05 00:57,2023-10-05 01:54,2023-10-05 03:52,2023-10-05 04:31,US,US,True,False,39
846,445,WN,2023-10-05 01:45,2023-10-05 03:21,2023-10-05 03:55,2023-10-05 05:18,US,US,True,False,83
847,3499,AC,2023-10-05 01:10,2023-10-05 01:57,2023-10-05 03:30,2023-10-05 04:03,US,US,True,False,33
848,1335,UA,2023-10-05 01:10,2023-10-05 01:57,2023-10-05 03:30,2023-10-05 04:03,US,US,True,False,33
849,1669,UA,2023-10-05 02:40,2023-10-05 03:15,2023-10-05 04:21,2023-10-05 04:54,US,US,True,False,33
850,4891,AC,2023-10-05 02:40,2023-10-05 03:15,2023-10-05 04:21,2023-10-05 04:54,US,US,True,False,33
851,3601,WN,2023-10-05 00:55,2023-10-05 02:12,2023-10-05 03:25,2023-10-05 04:38,US,US,True,False,73
852,189,WN,2023-10-05 01:05,2023-10-05 02:15,2023-10-05 03:00,2023-10-05 05:56,US,US,True,False,70
853,568,WN,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 04:05,2023-10-05 06:01,US,US,True,False,65
854,5841,UA,2023-10-05 02:37,2023-10-05 03:25,2023-10-05 04:24,2023-10-05 05:12,US,US,True,False,48
855,5841,OO,2023-10-05 02:37,2023-10-05 03:25,2023-10-05 04:24,2023-10-05 05:12,US,US,True,False,48
856,5636,AC,2023-10-05 02:37,2023-10-05 03:25,2023-10-05 04:24,2023-10-05 05:12,US,US,True,False,48
857,3287,WN,2023-10-04 23:15,2023-10-05 03:00,2023-10-05 01:20,2023-10-05 05:03,US,US,True,False,225
858,961,WN,2023-10-05 03:45,2023-10-05 04:40,2023-10-05 05:35,2023-10-05 06:31,US,US,True,False,55
859,4705,UA,2023-10-05 01:10,2023-10-05 02:31,2023-10-05 03:12,2023-10-05 04:38,US,US,True,False,86
860,4705,OO,2023-10-05 01:10,2023-10-05 02:31,2023-10-05 03:12,2023-10-05 04:38,US,US,True,False,86
861,2342,UA,2023-10-05 01:19,2023-10-05 02:39,2023-10-05 04:05,2023-10-05 05:11,US,US,True,False,66
862,1105,CM,2023-10-05 01:19,2023-10-05 02:39,2023-10-05 04:05,2023-10-05 05:11,US,US,True,False,66
863,3505,WN,2023-10-05 02:05,2023-10-05 02:44,2023-10-05 04:00,2023-10-05 04:35,US,US,True,False,35
864,6211,YV,2023-10-05 02:40,2023-10-05 03:03,2023-10-05 04:35,2023-10-05 05:30,US,US,True,False,55
865,8724,LH,2023-10-05 02:40,2023-10-05 03:03,2023-10-05 04:35,2023-10-05 05:30,US,US,True,False,55
866,6211,UA,2023-10-05 02:40,2023-10-05 03:03,2023-10-05 04:35,2023-10-05 05:30,US,US,True,False,55
867,508,WN,2023-10-05 03:25,2023-10-05 04:44,2023-10-05 06:00,2023-10-05 07:09,US,US,True,False,69
868,6947,BA,2023-10-04 18:08,2023-10-05 12:00,2023-10-04 19:47,2023-10-05 13:40,US,US,True,False,1072
869,2073,AA,2023-10-04 18:08,2023-10-05 12:00,2023-10-04 19:47,2023-10-05 13:40,US,US,True,False,1072
870,6873,AS,2023-10-04 18:08,2023-10-05 12:00,2023-10-04 19:47,2023-10-05 13:40,US,US,True,False,1072
871,2257,HA,2023-10-05 01:55,2023-10-05 03:28,2023-10-05 03:47,2023-10-05 05:17,US,US,True,False,93
872,1731,B6,2023-10-05 01:55,2023-10-05 03:28,2023-10-05 03:47,2023-10-05 05:17,US,US,True,False,93
873,3636,VS,2023-10-05 05:05,2023-10-05 06:43,2023-10-05 06:58,2023-10-05 08:21,US,US,True,False,98
874,6362,KL,2023-10-05 05:05,2023-10-05 06:43,2023-10-05 06:58,2023-10-05 08:21,US,US,True,False,98
875,4684,AM,2023-10-05 05:05,2023-10-05 06:43,2023-10-05 06:58,2023-10-05 08:21,US,US,True,False,98
876,2323,DL,2023-10-05 05:05,2023-10-05 06:43,2023-10-05 06:58,2023-10-05 08:21,US,US,True,False,98
877,6113,KL,2023-10-05 03:00,2023-10-05 03:31,2023-10-05 12:30,2023-10-05 12:34,US,GB,False,True,31
878,3677,AF,2023-10-05 03:00,2023-10-05 03:31,2023-10-05 12:30,2023-10-05 12:34,US,GB,False,True,31
879,4020,VS,2023-10-05 03:00,2023-10-05 03:31,2023-10-05 12:30,2023-10-05 12:34,US,GB,False,True,31
880,50,DL,2023-10-05 03:00,2023-10-05 03:31,2023-10-05 12:30,2023-10-05 12:34,US,GB,False,True,31
881,2093,F9,2023-10-05 04:38,2023-10-05 06:29,2023-10-05 06:12,2023-10-05 08:03,US,US,True,False,111
882,6805,G3,2023-10-04 23:45,2023-10-05 01:23,2023-10-05 10:00,2023-10-05 11:05,BR,CA,False,True,65
883,7801,AD,2023-10-04 23:45,2023-10-05 01:23,2023-10-05 10:00,2023-10-05 11:05,BR,CA,False,True,65
884,91,AC,2023-10-04 23:45,2023-10-05 01:23,2023-10-05 10:00,2023-10-05 11:05,BR,CA,False,True,65
885,3426,LA,2023-10-05 00:50,2023-10-05 01:24,2023-10-05 02:35,2023-10-05 03:20,BR,BR,True,False,45
886,5152,QR,2023-10-05 00:50,2023-10-05 01:24,2023-10-05 02:35,2023-10-05 03:20,BR,BR,True,False,45
887,6014,DL,2023-10-05 00:50,2023-10-05 01:24,2023-10-05 02:35,2023-10-05 03:20,BR,BR,True,False,45
888,3426,JJ,2023-10-05 00:50,2023-10-05 01:24,2023-10-05 02:35,2023-10-05 03:20,BR,BR,True,False,45
889,7205,JL,2023-10-05 01:25,2023-10-05 02:48,2023-10-05 11:53,2023-10-05 12:59,BR,US,False,True,83
890,962,AA,2023-10-05 01:25,2023-10-05 02:48,2023-10-05 11:53,2023-10-05 12:59,BR,US,False,True,83
891,6014,G3,2023-10-05 01:25,2023-10-05 02:48,2023-10-05 11:53,2023-10-05 12:59,BR,US,False,True,83
892,7290,KE,2023-10-05 01:50,2023-10-05 03:30,2023-10-05 11:40,2023-10-05 12:54,BR,US,False,True,100
893,6346,LA,2023-10-05 01:50,2023-10-05 03:30,2023-10-05 11:40,2023-10-05 12:54,BR,US,False,True,100
894,104,DL,2023-10-05 01:50,2023-10-05 03:30,2023-10-05 11:40,2023-10-05 12:54,BR,US,False,True,100
895,6204,DL,2023-10-05 00:50,2023-10-05 01:44,2023-10-05 02:25,2023-10-05 03:16,BR,BR,True,False,54
896,5182,QR,2023-10-05 00:50,2023-10-05 01:44,2023-10-05 02:25,2023-10-05 03:16,BR,BR,True,False,54
897,3546,JJ,2023-10-05 00:50,2023-10-05 01:44,2023-10-05 02:25,2023-10-05 03:16,BR,BR,True,False,54
898,3546,LA,2023-10-05 00:50,2023-10-05 01:44,2023-10-05 02:25,2023-10-05 03:16,BR,BR,True,False,54
899,4197,ET,2023-10-05 00:10,2023-10-05 01:41,2023-10-05 03:05,2023-10-05 04:55,BR,BR,True,False,110
900,4704,AV,2023-10-05 00:10,2023-10-05 01:41,2023-10-05 03:05,2023-10-05 04:55,BR,BR,True,False,110
901,7756,AR,2023-10-05 00:10,2023-10-05 01:41,2023-10-05 03:05,2023-10-05 04:55,BR,BR,True,False,110
902,1847,G3,2023-10-05 00:10,2023-10-05 01:41,2023-10-05 03:05,2023-10-05 04:55,BR,BR,True,False,110
903,1224,G3,2023-10-05 01:10,2023-10-05 01:42,2023-10-05 03:45,2023-10-05 04:17,BR,BR,True,False,32
904,4188,ET,2023-10-05 01:10,2023-10-05 01:42,2023-10-05 03:45,2023-10-05 04:17,BR,BR,True,False,32
905,4185,TP,2023-10-05 01:10,2023-10-05 01:42,2023-10-05 03:45,2023-10-05 04:17,BR,BR,True,False,32
906,3645,EK,2023-10-05 01:10,2023-10-05 01:42,2023-10-05 03:45,2023-10-05 04:17,BR,BR,True,False,32
907,4733,AV,2023-10-05 01:10,2023-10-05 01:42,2023-10-05 03:45,2023-10-05 04:17,BR,BR,True,False,32
908,9256,KL,2023-10-05 01:10,2023-10-05 01:42,2023-10-05 03:45,2023-10-05 04:17,BR,BR,True,False,32
909,3257,LA,2023-10-05 00:45,2023-10-05 01:42,2023-10-05 02:25,2023-10-05 03:10,BR,BR,True,False,45
910,3257,JJ,2023-10-05 00:45,2023-10-05 01:42,2023-10-05 02:25,2023-10-05 03:10,BR,BR,True,False,45
911,5107,QR,2023-10-05 00:45,2023-10-05 01:42,2023-10-05 02:25,2023-10-05 03:10,BR,BR,True,False,45
912,7784,AR,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
913,9262,KL,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
914,9423,TK,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
915,3674,CM,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
916,4671,AV,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
917,4055,TP,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
918,3605,EK,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
919,4098,ET,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
920,1942,AF,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
921,1418,G3,2023-10-05 00:35,2023-10-05 01:50,2023-10-05 02:20,2023-10-05 03:35,BR,BR,True,False,75
922,5108,QR,2023-10-05 02:25,2023-10-05 03:11,2023-10-05 04:05,2023-10-05 04:50,BR,BR,True,False,46
923,3259,JJ,2023-10-05 02:25,2023-10-05 03:11,2023-10-05 04:05,2023-10-05 04:50,BR,BR,True,False,46
924,3259,LA,2023-10-05 02:25,2023-10-05 03:11,2023-10-05 04:05,2023-10-05 04:50,BR,BR,True,False,46
925,6223,DL,2023-10-05 01:40,2023-10-05 02:30,2023-10-05 02:55,2023-10-05 03:46,BR,BR,True,False,50
926,5257,QR,2023-10-05 01:40,2023-10-05 02:30,2023-10-05 02:55,2023-10-05 03:46,BR,BR,True,False,50
927,3306,JJ,2023-10-05 01:40,2023-10-05 02:30,2023-10-05 02:55,2023-10-05 03:46,BR,BR,True,False,50
928,3306,LA,2023-10-05 01:40,2023-10-05 02:30,2023-10-05 02:55,2023-10-05 03:46,BR,BR,True,False,50
929,8331,QF,2023-10-05 01:40,2023-10-05 02:30,2023-10-05 02:55,2023-10-05 03:46,BR,BR,True,False,50
930,906,AA,2023-10-05 02:15,2023-10-05 03:08,2023-10-05 10:41,2023-10-05 11:14,BR,US,False,True,53
931,6006,G3,2023-10-05 02:15,2023-10-05 03:08,2023-10-05 10:41,2023-10-05 11:14,BR,US,False,True,53
932,7064,IB,2023-10-05 02:15,2023-10-05 03:00,2023-10-05 12:05,2023-10-05 11:45,BR,ES,False,True,45
933,7102,CA,2023-10-05 02:15,2023-10-05 03:00,2023-10-05 12:05,2023-10-05 11:45,BR,ES,False,True,45
934,8066,JJ,2023-10-05 02:15,2023-10-05 03:00,2023-10-05 12:05,2023-10-05 11:45,BR,ES,False,True,45
935,5272,QR,2023-10-05 02:15,2023-10-05 03:00,2023-10-05 12:05,2023-10-05 11:45,BR,ES,False,True,45
936,8066,LA,2023-10-05 02:15,2023-10-05 03:00,2023-10-05 12:05,2023-10-05 11:45,BR,ES,False,True,45
937,5002,G3,2023-10-04 21:55,2023-10-05 02:37,2023-10-05 09:10,2023-10-05 13:52,BR,FR,False,True,282
938,2414,KL,2023-10-04 21:55,2023-10-05 02:37,2023-10-05 09:10,2023-10-05 13:52,BR,FR,False,True,282
939,459,AF,2023-10-04 21:55,2023-10-05 02:37,2023-10-05 09:10,2023-10-05 13:52,BR,FR,False,True,282
940,4406,AY,2023-10-05 01:55,2023-10-05 02:53,2023-10-05 13:15,2023-10-05 13:25,BR,FR,False,True,58
941,702,LA,2023-10-05 01:55,2023-10-05 02:53,2023-10-05 13:15,2023-10-05 13:25,BR,FR,False,True,58
942,7286,KE,2023-10-05 00:15,2023-10-05 02:31,2023-10-05 10:10,2023-10-05 12:14,BR,US,False,True,136
943,226,DL,2023-10-05 00:15,2023-10-05 02:31,2023-10-05 10:10,2023-10-05 12:14,BR,US,False,True,136
944,6349,LA,2023-10-05 00:15,2023-10-05 02:31,2023-10-05 10:10,2023-10-05 12:14,BR,US,False,True,136
945,3234,JJ,2023-10-05 01:15,2023-10-05 02:26,2023-10-05 04:50,2023-10-05 06:06,BR,BR,True,False,71
946,5110,QR,2023-10-05 01:15,2023-10-05 02:26,2023-10-05 04:50,2023-10-05 06:06,BR,BR,True,False,71
947,6242,DL,2023-10-05 01:15,2023-10-05 02:26,2023-10-05 04:50,2023-10-05 06:06,BR,BR,True,False,71
948,3234,LA,2023-10-05 01:15,2023-10-05 02:26,2023-10-05 04:50,2023-10-05 06:06,BR,BR,True,False,71
949,9328,KL,2023-10-05 01:45,2023-10-05 02:35,2023-10-05 04:55,2023-10-05 05:45,BR,BR,True,False,50
950,3655,EK,2023-10-05 01:45,2023-10-05 02:35,2023-10-05 04:55,2023-10-05 05:45,BR,BR,True,False,50
951,4770,AV,2023-10-05 01:45,2023-10-05 02:35,2023-10-05 04:55,2023-10-05 05:45,BR,BR,True,False,50
952,1582,G3,2023-10-05 01:45,2023-10-05 02:35,2023-10-05 04:55,2023-10-05 05:45,BR,BR,True,False,50
953,7656,AR,2023-10-05 01:45,2023-10-05 02:35,2023-10-05 04:55,2023-10-05 05:45,BR,BR,True,False,50
954,4126,TP,2023-10-05 01:45,2023-10-05 02:35,2023-10-05 04:55,2023-10-05 05:45,BR,BR,True,False,50
955,1993,AF,2023-10-05 01:45,2023-10-05 02:35,2023-10-05 04:55,2023-10-05 05:45,BR,BR,True,False,50
956,6196,DL,2023-10-05 01:20,2023-10-05 02:57,2023-10-05 04:40,2023-10-05 06:50,BR,BR,True,False,97
957,3322,JJ,2023-10-05 01:20,2023-10-05 02:57,2023-10-05 04:40,2023-10-05 06:50,BR,BR,True,False,97
958,3322,LA,2023-10-05 01:20,2023-10-05 02:57,2023-10-05 04:40,2023-10-05 06:50,BR,BR,True,False,97
959,5166,QR,2023-10-05 01:20,2023-10-05 02:57,2023-10-05 04:40,2023-10-05 06:50,BR,BR,True,False,97
960,3290,LA,2023-10-05 02:20,2023-10-05 03:02,2023-10-05 03:25,2023-10-05 04:15,BR,BR,True,False,42
961,8325,QF,2023-10-05 02:20,2023-10-05 03:02,2023-10-05 03:25,2023-10-05 04:15,BR,BR,True,False,42
962,3290,JJ,2023-10-05 02:20,2023-10-05 03:02,2023-10-05 03:25,2023-10-05 04:15,BR,BR,True,False,42
963,5158,QR,2023-10-05 02:20,2023-10-05 03:02,2023-10-05 03:25,2023-10-05 04:15,BR,BR,True,False,42
964,5245,QR,2023-10-05 01:30,2023-10-05 03:08,2023-10-05 02:30,2023-10-05 03:55,BR,BR,True,False,98
965,4726,JJ,2023-10-05 01:30,2023-10-05 03:08,2023-10-05 02:30,2023-10-05 03:55,BR,BR,True,False,98
966,4726,LA,2023-10-05 01:30,2023-10-05 03:08,2023-10-05 02:30,2023-10-05 03:55,BR,BR,True,False,98
967,5156,QR,2023-10-05 01:50,2023-10-05 03:10,2023-10-05 04:50,2023-10-05 06:10,BR,BR,True,False,80
968,6257,DL,2023-10-05 01:50,2023-10-05 03:10,2023-10-05 04:50,2023-10-05 06:10,BR,BR,True,False,80
969,3382,LA,2023-10-05 01:50,2023-10-05 03:10,2023-10-05 04:50,2023-10-05 06:10,BR,BR,True,False,80
970,3382,JJ,2023-10-05 01:50,2023-10-05 03:10,2023-10-05 04:50,2023-10-05 06:10,BR,BR,True,False,80
971,7602,AR,2023-10-05 02:00,2023-10-05 03:20,2023-10-05 04:20,2023-10-05 05:40,BR,BR,True,False,80
972,9359,KL,2023-10-05 02:00,2023-10-05 03:20,2023-10-05 04:20,2023-10-05 05:40,BR,BR,True,False,80
973,3637,EK,2023-10-05 02:00,2023-10-05 03:20,2023-10-05 04:20,2023-10-05 05:40,BR,BR,True,False,80
