,flight_number,airline_iata,dep_time_utc,dep_estimated_utc,arr_time_utc,arr_estimated_utc,dep_country_code,arr_country_code,domestic,international,delayed
2440,9950,8L,2023-10-05 00:55,2023-10-05 02:44,2023-10-05 01:50,2023-10-05 03:49,CN,CN,True,False,109
2441,8302,KY,2023-10-05 00:40,2023-10-05 03:17,2023-10-05 01:40,2023-10-05 04:12,CN,CN,True,False,157
2442,5952,MU,2023-10-05 00:50,2023-10-05 03:33,2023-10-05 01:50,2023-10-05 04:28,CN,CN,True,False,163
2443,5962,MU,2023-10-05 02:45,2023-10-05 03:40,2023-10-05 03:40,2023-10-05 04:22,CN,CN,True,False,55
2444,3535,MF,2023-10-05 02:45,2023-10-05 03:40,2023-10-05 03:40,2023-10-05 04:22,CN,CN,True,False,55
2445,3681,MF,2023-10-05 03:25,2023-10-05 04:11,2023-10-05 06:25,2023-10-05 06:50,CN,CN,True,False,46
2446,5880,MU,2023-10-05 03:25,2023-10-05 04:11,2023-10-05 06:25,2023-10-05 06:50,CN,CN,True,False,46
2447,3423,MF,2023-10-05 03:50,2023-10-05 04:37,2023-10-05 07:00,,CN,CN,True,False,47
2448,5505,MU,2023-10-05 03:50,2023-10-05 04:37,2023-10-05 07:00,,CN,CN,True,False,47
2449,6474,GS,2023-10-05 04:20,2023-10-05 04:55,2023-10-05 07:00,2023-10-05 06:59,CN,CN,True,False,35
2450,1178,AQ,2023-10-05 04:15,2023-10-05 05:40,2023-10-05 06:50,2023-10-05 07:44,CN,CN,True,False,54
2451,2144,DE,2023-10-05 01:40,2023-10-05 02:40,2023-10-05 11:20,,DO,DE,False,True,60
2452,1830,B6,2023-10-05 09:05,2023-10-05 10:05,2023-10-05 13:10,2023-10-05 14:10,DO,US,False,True,60
2453,3968,QR,2023-10-05 09:01,2023-10-05 10:05,2023-10-05 12:48,2023-10-05 13:52,DO,US,False,True,64
2454,110,B6,2023-10-05 09:01,2023-10-05 10:05,2023-10-05 12:48,2023-10-05 13:52,DO,US,False,True,64
2455,310,B6,2023-10-05 10:05,2023-10-05 11:15,2023-10-05 13:56,2023-10-05 15:06,DO,US,False,True,70
2456,3969,QR,2023-10-05 10:05,2023-10-05 11:15,2023-10-05 13:56,2023-10-05 15:06,DO,US,False,True,70
2457,383,QS,2023-10-04 23:30,2023-10-05 01:35,2023-10-05 02:00,2023-10-05 03:50,TN,DE,False,True,110
2458,383,EW,2023-10-04 23:30,2023-10-05 01:35,2023-10-05 02:00,2023-10-05 03:50,TN,DE,False,True,110
2459,4326,AD,2023-10-05 01:40,2023-10-05 03:02,2023-10-05 03:05,,BR,BR,True,False,82
2460,4451,AD,2023-10-05 01:40,2023-10-05 02:50,2023-10-05 05:20,,BR,BR,True,False,70
2461,2697,AD,2023-10-05 02:30,2023-10-05 03:03,2023-10-05 05:30,,BR,BR,True,False,33
2462,2740,AD,2023-10-05 01:15,2023-10-05 03:06,2023-10-05 02:35,,BR,BR,True,False,111
2463,4424,AD,2023-10-05 02:00,2023-10-05 03:06,2023-10-05 05:10,,BR,BR,True,False,66
2464,4340,AD,2023-10-05 02:45,2023-10-05 03:31,2023-10-05 04:50,,BR,BR,True,False,46
2465,684,MS,2023-10-05 01:05,2023-10-05 01:37,2023-10-05 03:55,,SA,EG,False,True,32
2466,1127,SV,2023-10-05 00:55,2023-10-05 02:10,2023-10-05 03:10,2023-10-05 04:30,SA,SA,True,False,75
2467,5827,KQ,2023-10-05 00:55,2023-10-05 02:10,2023-10-05 03:10,2023-10-05 04:30,SA,SA,True,False,75
2468,6681,AF,2023-10-05 00:55,2023-10-05 02:10,2023-10-05 03:10,2023-10-05 04:30,SA,SA,True,False,75
2469,3952,KL,2023-10-05 00:55,2023-10-05 02:10,2023-10-05 03:10,2023-10-05 04:30,SA,SA,True,False,75
2470,6427,CZ,2023-10-05 03:10,2023-10-05 03:52,2023-10-05 05:45,2023-10-05 06:16,CN,CN,True,False,42
2471,7737,MU,2023-10-05 02:55,2023-10-05 03:46,2023-10-05 04:40,2023-10-05 05:15,CN,CN,True,False,35
2472,2429,TK,2023-10-05 00:25,2023-10-05 01:43,2023-10-05 01:55,2023-10-05 03:14,TR,TR,True,False,79
2473,8860,TP,2023-10-05 00:25,2023-10-05 01:43,2023-10-05 01:55,2023-10-05 03:14,TR,TR,True,False,79
2474,3312,AY,2023-10-05 00:25,2023-10-05 01:43,2023-10-05 01:55,2023-10-05 03:14,TR,TR,True,False,79
2475,4001,TK,2023-10-05 04:50,2023-10-05 06:00,2023-10-05 09:45,2023-10-05 10:30,TR,RU,False,True,45
2476,80,WZ,2023-10-05 02:10,2023-10-05 03:20,2023-10-05 06:55,2023-10-05 08:35,TR,RU,False,True,100
2477,5715,PK,2023-10-05 01:00,2023-10-05 02:23,2023-10-05 07:45,2023-10-05 09:16,PK,TR,False,True,91
2478,715,TK,2023-10-05 01:00,2023-10-05 02:23,2023-10-05 07:45,2023-10-05 09:16,PK,TR,False,True,91
2479,154,UL,2023-10-05 02:05,2023-10-05 03:55,2023-10-05 06:00,2023-10-05 07:50,PK,LK,False,True,110
2480,9032,MH,2023-10-05 02:05,2023-10-05 03:55,2023-10-05 06:00,2023-10-05 07:50,PK,LK,False,True,110
2481,725,PK,2023-10-05 03:00,2023-10-05 13:45,2023-10-05 07:00,2023-10-05 17:45,PK,SA,False,True,645
2482,137,TK,2023-10-04 23:00,2023-10-05 02:30,2023-10-05 02:35,2023-10-05 06:11,SA,TR,False,True,210
2483,748,PK,2023-10-04 20:00,2023-10-05 06:55,2023-10-05 01:00,2023-10-05 11:55,SA,PK,False,True,655
2484,232,F3,2023-10-04 20:30,2023-10-05 12:00,2023-10-04 22:00,,SA,SA,True,False,930
2485,9301,MS,2023-10-05 04:45,2023-10-05 05:40,2023-10-05 11:00,2023-10-05 11:55,KZ,TR,False,True,55
2486,1353,KC,2023-10-05 04:45,2023-10-05 05:40,2023-10-05 11:00,2023-10-05 11:55,KZ,TR,False,True,55
2487,8291,JU,2023-10-05 04:45,2023-10-05 05:40,2023-10-05 11:00,2023-10-05 11:55,KZ,TR,False,True,55
2488,353,TK,2023-10-05 04:45,2023-10-05 05:40,2023-10-05 11:00,2023-10-05 11:55,KZ,TR,False,True,55
2489,725,DV,2023-10-05 01:10,2023-10-05 02:10,2023-10-05 02:30,,KZ,KZ,True,False,60
2490,2123,G3,2023-10-05 00:45,2023-10-05 01:38,2023-10-05 05:00,2023-10-05 05:50,BR,BR,True,False,50
2491,3717,EK,2023-10-05 00:45,2023-10-05 01:38,2023-10-05 05:00,2023-10-05 05:50,BR,BR,True,False,50
2492,5856,TP,2023-10-05 00:45,2023-10-05 01:38,2023-10-05 05:00,2023-10-05 05:50,BR,BR,True,False,50
2493,9308,KL,2023-10-05 00:45,2023-10-05 01:38,2023-10-05 05:00,2023-10-05 05:50,BR,BR,True,False,50
2494,7688,AR,2023-10-05 00:45,2023-10-05 01:38,2023-10-05 05:00,2023-10-05 05:50,BR,BR,True,False,50
2495,248,EK,2023-10-05 05:55,2023-10-05 06:35,2023-10-05 19:55,2023-10-05 20:50,BR,AE,False,True,40
2496,7608,AR,2023-10-05 02:50,2023-10-05 03:30,2023-10-05 06:05,,BR,BR,True,False,40
2497,9320,KL,2023-10-05 02:50,2023-10-05 03:30,2023-10-05 06:05,,BR,BR,True,False,40
2498,1930,AF,2023-10-05 02:50,2023-10-05 03:30,2023-10-05 06:05,,BR,BR,True,False,40
2499,1864,G3,2023-10-05 02:50,2023-10-05 03:30,2023-10-05 06:05,,BR,BR,True,False,40
2500,3683,EK,2023-10-05 02:50,2023-10-05 03:30,2023-10-05 06:05,,BR,BR,True,False,40
2501,4044,TP,2023-10-05 02:50,2023-10-05 03:30,2023-10-05 06:05,,BR,BR,True,False,40
2502,331,PK,2023-10-05 02:30,2023-10-05 05:55,2023-10-05 03:55,2023-10-05 07:20,PK,PK,True,False,205
2503,326,FZ,2023-10-05 05:50,2023-10-05 06:48,2023-10-05 08:50,2023-10-05 09:45,PK,AE,False,True,58
2504,2103,EK,2023-10-05 05:50,2023-10-05 06:48,2023-10-05 08:50,2023-10-05 09:45,PK,AE,False,True,58
2505,311,PK,2023-10-05 08:05,2023-10-05 10:40,2023-10-05 09:25,2023-10-05 12:00,PK,PK,True,False,155
2506,346,FZ,2023-10-05 05:50,2023-10-05 06:27,2023-10-05 08:25,2023-10-05 08:59,PK,AE,False,True,37
2507,2119,EK,2023-10-05 05:50,2023-10-05 06:27,2023-10-05 08:25,2023-10-05 08:59,PK,AE,False,True,37
2508,454,AI,2023-10-05 01:20,2023-10-05 01:54,2023-10-05 02:25,2023-10-05 02:57,IN,IN,True,False,32
2509,549,QR,2023-10-04 22:05,2023-10-05 02:15,2023-10-05 01:55,2023-10-05 05:38,IN,QA,False,True,223
2510,7283,SG,2023-10-04 13:40,2023-10-05 05:30,2023-10-04 19:40,2023-10-05 11:30,VN,IN,False,True,950
2511,698,9I,2023-10-05 08:10,,2023-10-05 10:00,2023-10-05 10:45,IN,IN,True,False,45
2512,833,PB,2023-10-05 01:50,2023-10-05 02:40,2023-10-05 02:40,2023-10-05 03:30,CA,CA,True,False,50
2513,6752,LH,2023-10-05 09:30,2023-10-05 11:35,2023-10-05 17:30,2023-10-05 19:24,FR,CA,False,True,125
2514,8495,UA,2023-10-05 09:30,2023-10-05 11:35,2023-10-05 17:30,2023-10-05 19:24,FR,CA,False,True,125
2515,879,AC,2023-10-05 09:30,2023-10-05 11:35,2023-10-05 17:30,2023-10-05 19:24,FR,CA,False,True,125
2516,857,PB,2023-10-05 11:55,2023-10-05 12:35,2023-10-05 13:10,2023-10-05 13:50,CA,CA,True,False,40
2517,424,R3,2023-10-05 01:40,,2023-10-05 03:30,2023-10-05 06:00,RU,RU,True,False,150
2518,210,PI,2023-10-05 03:10,,2023-10-05 05:00,2023-10-05 06:30,RU,RU,True,False,90
2519,436,PI,2023-10-05 02:50,,2023-10-05 05:15,2023-10-05 09:00,RU,RU,True,False,225
2520,286,PI,2023-10-05 03:40,,2023-10-05 06:40,2023-10-05 07:40,RU,RU,True,False,60
2521,510,JY,2023-10-04 16:10,2023-10-05 01:40,2023-10-04 16:50,2023-10-05 02:38,VG,PR,False,True,570
2522,4622,AD,2023-10-05 01:20,2023-10-05 02:33,2023-10-05 02:30,,BR,BR,True,False,73
2523,5440,TP,2023-10-05 01:20,2023-10-05 02:33,2023-10-05 02:30,,BR,BR,True,False,73
2524,4302,AD,2023-10-05 01:15,2023-10-05 02:26,2023-10-05 03:55,,BR,BR,True,False,71
2525,5437,JD,2023-10-05 01:20,2023-10-05 02:45,2023-10-05 08:45,2023-10-05 09:05,BR,PT,False,True,85
2526,12,TP,2023-10-05 01:20,2023-10-05 02:45,2023-10-05 08:45,2023-10-05 09:05,BR,PT,False,True,85
2527,7518,AD,2023-10-05 01:20,2023-10-05 02:45,2023-10-05 08:45,2023-10-05 09:05,BR,PT,False,True,85
2528,4827,EK,2023-10-05 01:20,2023-10-05 02:45,2023-10-05 08:45,2023-10-05 09:05,BR,PT,False,True,85
2529,9097,LY,2023-10-05 01:20,2023-10-05 02:45,2023-10-05 08:45,2023-10-05 09:05,BR,PT,False,True,85
2530,2934,UX,2023-10-05 02:55,2023-10-05 04:12,2023-10-05 04:20,,BR,BR,True,False,77
2531,5389,TP,2023-10-05 02:55,2023-10-05 04:12,2023-10-05 04:20,,BR,BR,True,False,77
2532,4429,AD,2023-10-05 02:55,2023-10-05 04:12,2023-10-05 04:20,,BR,BR,True,False,77
2533,4412,AD,2023-10-05 00:45,2023-10-05 01:42,2023-10-05 01:50,2023-10-05 02:37,BR,BR,True,False,47
2534,5123,TP,2023-10-05 00:45,2023-10-05 01:42,2023-10-05 01:50,2023-10-05 02:37,BR,BR,True,False,47
2535,5115,TP,2023-10-05 00:55,2023-10-05 02:03,2023-10-05 02:30,,BR,BR,True,False,68
2536,4376,AD,2023-10-05 00:55,2023-10-05 02:03,2023-10-05 02:30,,BR,BR,True,False,68
2537,4408,AD,2023-10-05 02:50,2023-10-05 03:36,2023-10-05 04:50,,BR,BR,True,False,46
2538,9177,LH,2023-10-04 19:01,2023-10-05 05:45,2023-10-05 00:15,2023-10-05 10:46,US,US,True,False,631
2539,8889,TK,2023-10-04 19:01,2023-10-05 05:45,2023-10-05 00:15,2023-10-05 10:46,US,US,True,False,631
2540,3519,AC,2023-10-04 19:01,2023-10-05 05:45,2023-10-05 00:15,2023-10-05 10:46,US,US,True,False,631
2541,724,UA,2023-10-04 19:01,2023-10-05 05:45,2023-10-05 00:15,2023-10-05 10:46,US,US,True,False,631
2542,9151,NZ,2023-10-04 19:01,2023-10-05 05:45,2023-10-05 00:15,2023-10-05 10:46,US,US,True,False,631
2543,6807,DL,2023-10-05 01:10,2023-10-05 01:49,2023-10-05 01:51,2023-10-05 02:36,US,US,True,False,45
2544,6434,JL,2023-10-05 01:10,2023-10-05 01:49,2023-10-05 01:51,2023-10-05 02:36,US,US,True,False,45
2545,7811,UA,2023-10-05 01:10,2023-10-05 01:49,2023-10-05 01:51,2023-10-05 02:36,US,US,True,False,45
2546,346,HA,2023-10-05 01:10,2023-10-05 01:49,2023-10-05 01:51,2023-10-05 02:36,US,US,True,False,45
2547,6514,LA,2023-10-05 03:15,2023-10-05 09:20,2023-10-05 11:55,2023-10-05 18:00,US,US,True,False,365
2548,4830,VS,2023-10-05 03:15,2023-10-05 09:20,2023-10-05 11:55,2023-10-05 18:00,US,US,True,False,365
2549,6937,KL,2023-10-05 03:15,2023-10-05 09:20,2023-10-05 11:55,2023-10-05 18:00,US,US,True,False,365
2550,797,DL,2023-10-05 03:15,2023-10-05 09:20,2023-10-05 11:55,2023-10-05 18:00,US,US,True,False,365
2551,368,HA,2023-10-05 01:27,2023-10-05 01:59,2023-10-05 02:15,2023-10-05 02:51,US,US,True,False,36
2552,7866,AA,2023-10-05 01:27,2023-10-05 01:59,2023-10-05 02:15,2023-10-05 02:51,US,US,True,False,36
2553,6637,JL,2023-10-05 01:27,2023-10-05 01:59,2023-10-05 02:15,2023-10-05 02:51,US,US,True,False,36
2554,6786,DL,2023-10-05 01:27,2023-10-05 01:59,2023-10-05 02:15,2023-10-05 02:51,US,US,True,False,36
2555,1722,WN,2023-10-05 01:50,2023-10-05 02:29,2023-10-05 02:45,2023-10-05 03:21,US,US,True,False,36
2556,457,HA,2023-10-05 01:55,2023-10-05 02:36,2023-10-05 10:25,2023-10-05 10:58,US,JP,False,True,33
2557,6401,JL,2023-10-05 01:55,2023-10-05 02:36,2023-10-05 10:25,2023-10-05 10:58,US,JP,False,True,33
2558,8331,TK,2023-10-05 01:55,2023-10-05 02:36,2023-10-05 10:25,2023-10-05 10:58,US,JP,False,True,33
2559,6491,JL,2023-10-05 01:25,2023-10-05 02:22,2023-10-05 02:20,2023-10-05 03:18,US,US,True,False,58
2560,6865,DL,2023-10-05 01:25,2023-10-05 02:22,2023-10-05 02:20,2023-10-05 03:18,US,US,True,False,58
2561,352,HA,2023-10-05 01:25,2023-10-05 02:22,2023-10-05 02:20,2023-10-05 03:18,US,US,True,False,58
2562,7945,AA,2023-10-05 01:25,2023-10-05 02:22,2023-10-05 02:20,2023-10-05 03:18,US,US,True,False,58
2563,7793,KE,2023-10-05 01:25,2023-10-05 02:22,2023-10-05 02:20,2023-10-05 03:18,US,US,True,False,58
2564,7810,UA,2023-10-05 01:35,2023-10-05 02:36,2023-10-05 02:17,2023-10-05 03:16,US,US,True,False,59
2565,7910,AA,2023-10-05 01:35,2023-10-05 02:36,2023-10-05 02:17,2023-10-05 03:16,US,US,True,False,59
2566,7761,KE,2023-10-05 01:35,2023-10-05 02:36,2023-10-05 02:17,2023-10-05 03:16,US,US,True,False,59
2567,353,HA,2023-10-05 01:35,2023-10-05 02:36,2023-10-05 02:17,2023-10-05 03:16,US,US,True,False,59
2568,6581,JL,2023-10-05 01:35,2023-10-05 02:36,2023-10-05 02:17,2023-10-05 03:16,US,US,True,False,59
2569,6802,DL,2023-10-05 01:35,2023-10-05 02:36,2023-10-05 02:17,2023-10-05 03:16,US,US,True,False,59
2570,4580,AD,2023-10-05 00:50,2023-10-05 01:43,2023-10-05 02:15,2023-10-05 03:09,BR,BR,True,False,54
2571,4226,AD,2023-10-05 01:05,2023-10-05 01:43,2023-10-05 02:05,2023-10-05 02:40,BR,BR,True,False,35
2572,4259,G5,2023-10-05 01:10,2023-10-05 01:43,2023-10-05 04:20,2023-10-05 05:09,CN,CN,True,False,49
2573,7108,HU,2023-10-05 02:00,2023-10-05 02:40,2023-10-05 03:35,2023-10-05 04:29,CN,CN,True,False,40
2574,4977,G5,2023-10-05 01:30,2023-10-05 02:30,2023-10-05 03:40,2023-10-05 04:49,CN,CN,True,False,60
2575,3301,NS,2023-10-05 02:00,2023-10-05 02:23,2023-10-05 04:00,2023-10-05 04:43,CN,CN,True,False,43
2576,1257,AS,2023-10-05 02:03,2023-10-05 03:00,2023-10-05 05:00,2023-10-05 05:49,US,US,True,False,49
2577,1071,AS,2023-10-05 02:55,2023-10-05 03:41,2023-10-05 06:00,2023-10-05 06:38,US,US,True,False,38
2578,1725,SQ,2023-10-05 02:55,2023-10-05 03:41,2023-10-05 06:00,2023-10-05 06:38,US,US,True,False,38
2579,2230,WN,2023-10-05 00:55,2023-10-05 03:30,2023-10-05 03:55,2023-10-05 06:10,US,US,True,False,155
2580,4141,OO,2023-10-05 00:31,2023-10-05 06:19,2023-10-05 01:48,2023-10-05 07:31,US,US,True,False,343
2581,3445,VS,2023-10-05 00:31,2023-10-05 06:19,2023-10-05 01:48,2023-10-05 07:31,US,US,True,False,343
2582,6589,WS,2023-10-05 00:31,2023-10-05 06:19,2023-10-05 01:48,2023-10-05 07:31,US,US,True,False,343
2583,4141,DL,2023-10-05 00:31,2023-10-05 06:19,2023-10-05 01:48,2023-10-05 07:31,US,US,True,False,343
2584,3916,ZL,2023-10-05 00:25,2023-10-05 01:48,2023-10-05 01:20,2023-10-05 02:41,AU,AU,True,False,81
2585,7173,QR,2023-10-05 03:40,2023-10-05 04:54,2023-10-05 05:15,2023-10-05 06:29,AU,AU,True,False,74
2586,1594,VA,2023-10-05 03:40,2023-10-05 04:54,2023-10-05 05:15,2023-10-05 06:29,AU,AU,True,False,74
2587,6603,SQ,2023-10-05 03:40,2023-10-05 04:54,2023-10-05 05:15,2023-10-05 06:29,AU,AU,True,False,74
2588,6769,EY,2023-10-05 03:40,2023-10-05 04:54,2023-10-05 05:15,2023-10-05 06:29,AU,AU,True,False,74
2589,32,JQ,2023-10-05 03:50,2023-10-05 04:55,2023-10-05 09:25,2023-10-05 10:30,ID,AU,False,True,65
2590,3835,KL,2023-10-05 03:50,2023-10-05 04:55,2023-10-05 09:25,2023-10-05 10:30,ID,AU,False,True,65
2591,44,JQ,2023-10-05 04:45,2023-10-05 07:20,2023-10-05 10:10,2023-10-05 12:45,ID,AU,False,True,155
2592,3532,KL,2023-10-05 04:45,2023-10-05 07:20,2023-10-05 10:10,2023-10-05 12:45,ID,AU,False,True,155
2593,5551,QF,2023-10-05 04:45,2023-10-05 07:20,2023-10-05 10:10,2023-10-05 12:45,ID,AU,False,True,155
2594,172,OD,2023-10-05 04:05,,2023-10-05 07:15,2023-10-05 07:55,ID,MY,False,True,40
2595,8941,GA,2023-10-05 04:55,2023-10-05 05:30,2023-10-05 08:00,2023-10-05 08:30,ID,MY,False,True,35
2596,714,MH,2023-10-05 04:55,2023-10-05 05:30,2023-10-05 08:00,2023-10-05 08:30,ID,MY,False,True,35
2597,4116,KL,2023-10-05 04:55,2023-10-05 05:30,2023-10-05 08:00,2023-10-05 08:30,ID,MY,False,True,35
2598,5396,QR,2023-10-05 04:55,2023-10-05 05:30,2023-10-05 08:00,2023-10-05 08:30,ID,MY,False,True,35
2599,773,IU,2023-10-05 08:45,2023-10-05 10:30,2023-10-05 10:30,2023-10-05 12:15,ID,ID,True,False,105
2600,5309,FO,2023-10-05 00:50,2023-10-05 01:45,2023-10-05 02:30,2023-10-05 03:08,AR,AR,True,False,38
2601,1665,AR,2023-10-05 10:50,2023-10-05 11:50,2023-10-05 12:30,2023-10-05 13:30,AR,AR,True,False,60
2602,3271,WJ,2023-10-05 00:44,2023-10-05 02:00,2023-10-05 02:00,2023-10-05 03:16,AR,AR,True,False,76
2603,6489,SQ,2023-10-05 01:25,2023-10-05 02:05,2023-10-05 03:05,2023-10-05 03:31,AU,AU,True,False,40
2604,608,VA,2023-10-05 01:25,2023-10-05 02:05,2023-10-05 03:05,2023-10-05 03:31,AU,AU,True,False,40
2605,608,QQ,2023-10-05 01:25,2023-10-05 02:05,2023-10-05 03:05,2023-10-05 03:31,AU,AU,True,False,40
2606,6739,EY,2023-10-05 01:25,2023-10-05 02:05,2023-10-05 03:05,2023-10-05 03:31,AU,AU,True,False,40
2607,614,VA,2023-10-05 06:00,2023-10-05 06:40,2023-10-05 07:40,2023-10-05 08:20,AU,AU,True,False,40
2608,7125,QR,2023-10-05 06:00,2023-10-05 06:40,2023-10-05 07:40,2023-10-05 08:20,AU,AU,True,False,40
2609,6491,SQ,2023-10-05 06:00,2023-10-05 06:40,2023-10-05 07:40,2023-10-05 08:20,AU,AU,True,False,40
2610,614,QQ,2023-10-05 06:00,2023-10-05 06:40,2023-10-05 07:40,2023-10-05 08:20,AU,AU,True,False,40
2611,6479,EY,2023-10-05 06:00,2023-10-05 06:40,2023-10-05 07:40,2023-10-05 08:20,AU,AU,True,False,40
2612,5061,FO,2023-10-04 23:25,2023-10-05 02:10,2023-10-05 01:00,2023-10-05 03:40,AR,AR,True,False,165
2613,5275,FO,2023-10-05 00:20,2023-10-05 03:00,2023-10-05 02:25,,AR,AR,True,False,160
2614,5961,MU,2023-10-05 01:00,2023-10-05 01:46,2023-10-05 02:00,2023-10-05 02:55,CN,CN,True,False,55
2615,3534,MF,2023-10-05 01:00,2023-10-05 01:46,2023-10-05 02:00,2023-10-05 02:55,CN,CN,True,False,55
2616,5705,MU,2023-10-05 04:00,2023-10-05 05:33,2023-10-05 07:15,2023-10-05 08:22,CN,CN,True,False,93
2617,5601,HO,2023-10-05 04:00,2023-10-05 05:33,2023-10-05 07:15,2023-10-05 08:22,CN,CN,True,False,93
2618,1752,CA,2023-10-05 03:50,2023-10-05 04:25,2023-10-05 06:40,2023-10-05 07:15,CN,CN,True,False,35
2619,1752,ZH,2023-10-05 03:50,2023-10-05 04:25,2023-10-05 06:40,2023-10-05 07:15,CN,CN,True,False,35
2620,3091,KY,2023-10-05 04:00,2023-10-05 05:04,2023-10-05 05:15,2023-10-05 05:54,CN,CN,True,False,39
2621,2223,AA,2023-10-04 14:22,2023-10-05 10:30,2023-10-04 16:17,2023-10-05 12:25,US,US,True,False,1208
2622,7881,TK,2023-10-05 01:15,2023-10-05 01:47,2023-10-05 04:00,2023-10-05 04:34,IR,TR,False,True,32
2623,1605,NH,2023-10-05 01:15,2023-10-05 01:49,2023-10-05 02:00,2023-10-05 02:33,JP,JP,True,False,33
2624,1605,EH,2023-10-05 01:15,2023-10-05 01:49,2023-10-05 02:00,2023-10-05 02:33,JP,JP,True,False,33
2625,773,EH,2023-10-05 01:00,2023-10-05 02:03,2023-10-05 02:50,2023-10-05 03:42,JP,JP,True,False,63
2626,773,NH,2023-10-05 01:00,2023-10-05 02:03,2023-10-05 02:50,2023-10-05 03:42,JP,JP,True,False,63
2627,79,FW,2023-10-05 02:50,2023-10-05 04:20,2023-10-05 03:55,2023-10-05 05:25,JP,JP,True,False,90
2628,3179,NH,2023-10-05 02:50,2023-10-05 04:20,2023-10-05 03:55,2023-10-05 05:25,JP,JP,True,False,90
2629,2963,AD,2023-10-05 00:20,2023-10-05 03:06,2023-10-05 02:30,,BR,BR,True,False,166
2630,2871,UX,2023-10-05 00:20,2023-10-05 03:06,2023-10-05 02:30,,BR,BR,True,False,166
2631,1240,ET,2023-10-05 00:20,2023-10-05 03:06,2023-10-05 02:30,,BR,BR,True,False,166
2632,7007,CM,2023-10-05 00:20,2023-10-05 03:06,2023-10-05 02:30,,BR,BR,True,False,166
2633,4300,AV,2023-10-05 00:20,2023-10-05 03:06,2023-10-05 02:30,,BR,BR,True,False,166
2634,4141,ET,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2635,5824,TP,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2636,1914,AF,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2637,3620,EK,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2638,7613,AR,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2639,1527,G3,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2640,7676,AA,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2641,3513,CM,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2642,9257,KL,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2643,9827,AC,2023-10-04 16:00,2023-10-05 03:50,2023-10-04 19:35,,BR,BR,True,False,710
2644,36,EB,2023-10-05 01:40,2023-10-05 03:10,2023-10-05 08:50,2023-10-05 10:20,BR,PT,False,True,90
2645,5426,JD,2023-10-05 01:40,2023-10-05 03:10,2023-10-05 08:50,2023-10-05 10:20,BR,PT,False,True,90
2646,36,TP,2023-10-05 01:40,2023-10-05 03:10,2023-10-05 08:50,2023-10-05 10:20,BR,PT,False,True,90
2647,7262,AD,2023-10-05 01:40,2023-10-05 03:10,2023-10-05 08:50,2023-10-05 10:20,BR,PT,False,True,90
2648,8147,LA,2023-10-05 08:25,2023-10-05 09:10,2023-10-05 18:25,2023-10-05 19:00,PT,BR,False,True,45
2649,8147,JJ,2023-10-05 08:25,2023-10-05 09:10,2023-10-05 18:25,2023-10-05 19:00,PT,BR,False,True,45
2650,1440,IW,2023-10-05 01:15,2023-10-05 01:50,2023-10-05 02:00,2023-10-05 02:35,ID,ID,True,False,35
2651,4022,W6,2023-10-04 21:30,2023-10-05 01:50,2023-10-04 23:25,,MT,RS,False,True,260
2652,1424,CA,2023-10-05 02:30,2023-10-05 03:50,2023-10-05 05:25,2023-10-05 06:31,CN,CN,True,False,80
2653,1216,CA,2023-10-05 05:55,2023-10-05 07:40,2023-10-05 10:40,2023-10-05 12:25,CN,CN,True,False,105
2654,1216,ZH,2023-10-05 05:55,2023-10-05 07:40,2023-10-05 10:40,2023-10-05 12:25,CN,CN,True,False,105
2655,2115,AS,2023-10-04 23:15,2023-10-05 01:51,2023-10-05 00:23,2023-10-05 03:51,US,US,True,False,208
2656,2115,QX,2023-10-04 23:15,2023-10-05 01:51,2023-10-05 00:23,2023-10-05 03:51,US,US,True,False,208
2657,5428,AY,2023-10-05 00:50,2023-10-05 01:51,2023-10-05 08:00,2023-10-05 08:48,US,GB,False,True,48
2658,7412,IB,2023-10-05 00:50,2023-10-05 01:51,2023-10-05 08:00,2023-10-05 08:48,US,GB,False,True,48
2659,8928,EI,2023-10-05 00:50,2023-10-05 01:51,2023-10-05 08:00,2023-10-05 08:48,US,GB,False,True,48
2660,228,BA,2023-10-05 00:50,2023-10-05 01:51,2023-10-05 08:00,2023-10-05 08:48,US,GB,False,True,48
2661,6979,AA,2023-10-05 00:50,2023-10-05 01:51,2023-10-05 08:00,2023-10-05 08:48,US,GB,False,True,48
2662,519,WN,2023-10-05 01:40,2023-10-05 03:14,2023-10-05 02:55,2023-10-05 04:24,US,US,True,False,89
